%,ADP,Data,File:,ELK2204251124.adp,,,,,,,,,,,,,,,,,,
%,Start,Date,+,Time:,25/04/2022,11:24:27,,,,,,,,,,,,,,,,
%,All,Track,Calculations,use:,Bottom,Track,data,,,,,,,,,,,,,,,
%,All,Flow,Velocities,Relative,to:,Bottom,Track,,,,,,,,,,,,,,,
%,Metric,Units,,,,,,,,,,,,,,,,,,,,
Profile,Date,Time,Distance(m),DMG(m),DistEast(m),DistNorth(m),Latitude(deg),Longitude(deg),Depth_1(m),Depth_2(m),Depth_3(m),AvDepth(m),EsDepth(m),uVess(m/s),DirVess(deg),uFlow(m/s),DirFlow(deg),StdDev(m/s),DQI,#_Valid_Cells,Q(m^3/s),Q_Cumul(m^3/s)
69,2022-04-25,11:30:07,163.1,143.4,143.2,-6.4,36.81174333,-121.7819433,4.04,3.68,3.83,3.85,0,0.41,68.2,0.22,342,0.01,0.7,4,1.76,-97.5
70,2022-04-25,11:30:12,164.3,144.3,144.2,-5.6,36.811755,-121.78195,3.97,3.91,3.88,3.92,0,0.25,48.7,0.34,337.5,0.02,1.2,4,1.58,-95.9
71,2022-04-25,11:30:17,165.6,145.2,145.1,-4.8,36.811765,-121.7819583,4.21,4.06,3.94,4.07,0,0.25,48.1,0.35,351.6,0.02,0.9,4,1.48,-94.5
72,2022-04-25,11:30:22,167.8,147.1,147.1,-3.7,36.81178167,-121.7819733,4.44,4.3,3.99,4.24,0,0.45,60.9,0.28,356.2,0.02,0.9,4,2.45,-92
73,2022-04-25,11:30:27,170.3,149.1,149.1,-2.3,36.81179833,-121.7819817,4.62,4.48,4.17,4.42,0,0.49,55.7,0.36,333.1,0.01,0.8,5,3.85,-88.2
74,2022-04-25,11:30:32,172.2,150.6,150.6,-1,36.81181333,-121.7819967,3.58,4.65,4.34,4.19,0,0.39,48.9,0.42,340.1,0.01,0.7,4,3.2,-85
75,2022-04-25,11:30:37,174.2,151.8,151.7,0.6,36.811825,-121.782015,5.18,4.86,4.65,4.9,0,0.4,35.8,0.44,339,0.01,0.8,5,3.58,-81.4
76,2022-04-25,11:30:42,176.5,153.2,153.1,2.4,36.811835,-121.782035,5.33,5.08,4.81,5.07,0,0.46,37.5,0.56,325.1,0.01,0.5,6,6.16,-75.2
77,2022-04-25,11:30:47,179.1,155.1,155,4.3,36.81185167,-121.7820567,5.64,5.33,5.09,5.35,0,0.53,44.8,0.48,333.2,0.01,0.6,6,6.43,-68.8
78,2022-04-25,11:30:52,181.3,156,155.9,6.2,36.81186167,-121.782075,5.68,5.49,5.32,5.5,0,0.43,25.1,0.5,314.3,0.01,0.8,6,5.53,-63.3
79,2022-04-25,11:30:57,183.5,157.2,157,8.1,36.81187333,-121.7820883,5.72,5.62,5.49,5.61,0,0.44,31.3,0.56,322,0.01,0.5,7,6.35,-56.9
80,2022-04-25,11:31:02,185.5,158.4,158.1,9.9,36.81188833,-121.7821017,5.75,5.59,5.63,5.66,0,0.41,29.9,0.57,305.8,0.01,0.6,7,6.65,-50.3
81,2022-04-25,11:31:07,187.6,159.6,159.2,11.7,36.81189833,-121.782115,5.73,5.64,5.68,5.68,0,0.42,31.8,0.61,307,0.01,0.5,7,7.22,-43
82,2022-04-25,11:31:12,190,161.1,160.5,13.6,36.81191167,-121.782135,5.6,5.7,5.7,5.67,0,0.47,35.8,0.5,303.5,0.01,0.5,7,6.65,-36.4
83,2022-04-25,11:31:17,192.4,162.7,162,15.5,36.811925,-121.782155,5.57,5.77,5.63,5.66,0,0.48,36.2,0.57,305.2,0.01,0.5,7,7.8,-28.6
84,2022-04-25,11:31:22,195.6,165.3,164.3,17.6,36.81195,-121.782165,5.72,5.72,5.58,5.67,0,0.64,48.6,0.6,305.1,0.01,0.4,7,10.51,-18.1
85,2022-04-25,11:31:27,198.3,167.7,166.6,19.3,36.811985,-121.782165,5.81,5.72,5.55,5.69,0,0.55,53.4,0.59,298.2,0.01,0.6,7,8.43,-9.7
86,2022-04-25,11:31:32,200.6,169.7,168.4,20.7,36.81200333,-121.7821683,5.73,5.72,5.65,5.7,0,0.46,52.5,0.54,280.6,0.01,0.6,7,5.29,-4.4
87,2022-04-25,11:31:37,202.2,171,169.6,21.7,36.81202,-121.7821667,5.69,5.57,5.78,5.68,0,0.32,50.3,0.55,276.8,0.01,0.5,7,3.58,-0.8
88,2022-04-25,11:31:42,203.6,172.3,170.8,22.4,36.81203833,-121.7821617,5.59,5.46,5.81,5.62,0,0.27,58.7,0.56,280.2,0.01,0.5,7,2.84,2.1
89,2022-04-25,11:31:47,204.9,173.5,172,22.9,36.81205167,-121.7821583,5.61,5.36,5.7,5.56,0,0.26,67.7,0.54,276.5,0.01,0.5,6,1.85,3.9
90,2022-04-25,11:31:52,205.9,174.5,173,23.3,36.81206667,-121.78215,5.58,5.26,5.6,5.48,0,0.21,68.7,0.62,273.2,0.01,0.5,6,1.52,5.4
91,2022-04-25,11:31:57,207.2,175.7,174.1,23.8,36.81207667,-121.782145,5.52,5.23,5.61,5.45,0,0.25,63.1,0.51,282.6,0.01,0.5,6,2.22,7.6
92,2022-04-25,11:32:02,208.4,176.9,175.2,24.2,36.81209167,-121.7821383,5.53,5.3,5.57,5.47,0,0.24,70.8,0.57,269.1,0.01,0.4,6,1.18,8.8
93,2022-04-25,11:32:07,209.6,178.1,176.4,24.4,36.812105,-121.7821267,5.44,5.27,5.52,5.41,0,0.24,81.7,0.48,253.2,0.01,0.7,6,-0.46,8.4
94,2022-04-25,11:32:12,211.3,179.6,178,23.9,36.812105,-121.782115,5.5,5.07,5.54,5.37,0,0.33,106.4,0.5,245.5,0.01,0.5,6,-2.88,5.5
95,2022-04-25,11:32:17,213.5,181.3,179.9,22.7,36.81209,-121.7821,5.49,5.12,5.59,5.4,0,0.46,123.7,0.56,216.9,0.01,0.7,6,-6.84,-1.4
96,2022-04-25,11:32:22,215.9,182.5,181.4,20.8,36.812075,-121.7820967,5.55,5.23,5.64,5.47,0,0.48,142.4,0.55,199.5,0.01,0.7,6,-6.05,-7.4
97,2022-04-25,11:32:27,218.3,182.6,181.7,18.4,36.81205833,-121.78211,5.64,5.32,5.61,5.52,0,0.48,172.9,0.58,192.2,0.01,0.6,6,-2.51,-9.9
98,2022-04-25,11:32:32,220.6,182.6,181.9,16.1,36.81204667,-121.7821333,5.75,5.42,5.7,5.62,0,0.46,173.7,0.48,170.1,0.01,0.4,6,0.39,-9.5
%-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,
%,,,,,,,,,,,,,,,,,,,,,,
%,Discharge,Summary,,,,,,,,,,,,,,,,,,,,
%,,,,,,,,,,,,,,,,,,,,,,
%,Top,Q,=,2.1821,(cms),,,,,,,,,,,,,,,,,
%,Measured,Q,=,-6.1232,(cms),,,,,,,,,,,,,,,,,
%,Bottom,Q,=,-5.586,(cms),,,,,,,,,,,,,,,,,
%,Left,Q,=,0,(cms),,,,,,,,,,,,,,,,,
%,Right,Q,=,0,(cms),,,,,,,,,,,,,,,,,
%,Total,Q,=,-9.5271,(cms),,,,,,,,,,,,,,,,,
%,,,,,,,,,,,,,,,,,,,,,,
%,MeasQ/EstQ,=,64.3,(%),,,,,,,,,,,,,,,,,,
%,,,,,,,,,,,,,,,,,,,,,,
%,TotalArea,=,781.23,(m2),,,,,,,,,,,,,,,,,,
%,MeanVel,=,-0.01,(m/s),,,,,,,,,,,,,,,,,,
