%,ADP,Data,File:,ELK2204251135.adp,,,,,,,,,,,,,,,,,,
%,Start,Date,+,Time:,25/04/2022,11:35:02,,,,,,,,,,,,,,,,
%,All,Track,Calculations,use:,Bottom,Track,data,,,,,,,,,,,,,,,
%,All,Flow,Velocities,Relative,to:,Bottom,Track,,,,,,,,,,,,,,,
%,Metric,Units,,,,,,,,,,,,,,,,,,,,
Profile,Date,Time,Distance(m),DMG(m),DistEast(m),DistNorth(m),Latitude(deg),Longitude(deg),Depth_1(m),Depth_2(m),Depth_3(m),AvDepth(m),EsDepth(m),uVess(m/s),DirVess(deg),uFlow(m/s),DirFlow(deg),StdDev(m/s),DQI,#_Valid_Cells,Q(m^3/s),Q_Cumul(m^3/s)
44,2022-04-25,11:38:37,127.8,118,102.4,-58.7,36.81119333,-121.781745,3.53,3.46,3.71,3.57,0,0.41,114.9,0.47,244.6,0.02,1,4,-2.64,-188.9
45,2022-04-25,11:38:42,129.7,119.9,104.1,-59.4,36.81118167,-121.7817267,3.49,3.6,3.6,3.56,0,0.38,110.9,0.51,247.1,0.02,1,4,-2.38,-191.3
46,2022-04-25,11:38:47,131.8,121.9,106.1,-60.1,36.81116833,-121.7817083,3.24,3.48,3.38,3.37,0,0.42,109.4,0.5,246.9,0.02,0.9,3,-2.4,-193.7
47,2022-04-25,11:38:52,132.2,122.4,106.4,-60.4,36.81115833,-121.781695,3.07,3.48,3.03,3.19,0,0.09,142.7,0.53,270.6,0.02,1.4,3,-0.6,-194.3
48,2022-04-25,11:38:57,133.2,122.9,107.3,-60,36.81116167,-121.78169,3.18,3.57,2.99,3.25,0,0.19,64,0.5,296.1,0.02,1.1,3,1.24,-193.1
%-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,
%,,,,,,,,,,,,,,,,,,,,,,
%,Discharge,Summary,,,,,,,,,,,,,,,,,,,,
%,,,,,,,,,,,,,,,,,,,,,,
%,Top,Q,=,-34.459,(cms),,,,,,,,,,,,,,,,,
%,Measured,Q,=,-129.27,(cms),,,,,,,,,,,,,,,,,
%,Bottom,Q,=,-29.32,(cms),,,,,,,,,,,,,,,,,
%,Left,Q,=,0,(cms),,,,,,,,,,,,,,,,,
%,Right,Q,=,0,(cms),,,,,,,,,,,,,,,,,
%,Total,Q,=,-193.05,(cms),,,,,,,,,,,,,,,,,
%,,,,,,,,,,,,,,,,,,,,,,
%,MeasQ/EstQ,=,67,(%),,,,,,,,,,,,,,,,,,
%,,,,,,,,,,,,,,,,,,,,,,
%,TotalArea,=,529.94,(m2),,,,,,,,,,,,,,,,,,
%,MeanVel,=,-0.36,(m/s),,,,,,,,,,,,,,,,,,
