profile,date_time,latitude,longitude,depth,1,water_dir,V_x,V_y,V_z,6,7,8,9,10,11,flag
1,2022-05-02 12:27:43,36.81089,-121.7842433,0.8,10.06,162.646,3.0,-9.6,0.2,0.0,155.0,158.0,158.0,0.0,100.0,-0.08
1,2022-05-02 12:27:43,36.81089,-121.7842433,1.2,11.50,180.498,-0.1,-11.5,-2.5,0.0,152.0,157.0,154.0,0.0,100.0,-0.09
1,2022-05-02 12:27:43,36.81089,-121.7842433,1.6,5.80,212.320,-3.1,-4.9,4.3,0.0,146.0,148.0,142.0,0.0,100.0,-0.04
1,2022-05-02 12:27:43,36.81089,-121.7842433,2.0,2.20,0.000,0.1,2.2,4.0,0.0,139.0,140.0,138.0,0.0,100.0,0.02
1,2022-05-02 12:27:43,36.81089,-121.7842433,2.4,10.23,4.485,0.8,10.2,0.7,0.0,134.0,135.0,135.0,0.0,100.0,0.08
1,2022-05-02 12:27:43,36.81089,-121.7842433,2.8,9.81,168.232,2.0,-9.6,5.3,0.0,127.0,129.0,132.0,0.0,100.0,-0.08
1,2022-05-02 12:27:43,36.81089,-121.7842433,3.2,18.10,16.032,nan,nan,nan,0.0,124.0,124.0,173.0,0.0,100.0,2147483647.0
1,2022-05-02 12:27:43,36.81089,-121.7842433,3.6,9.57,318.814,nan,nan,nan,0.0,154.0,121.0,204.0,0.0,100.0,2147483647.0
1,2022-05-02 12:27:43,36.81089,-121.7842433,4.0,20.72,353.904,nan,nan,nan,0.0,199.0,119.0,176.0,0.0,100.0,2147483647.0
1,2022-05-02 12:27:43,36.81089,-121.7842433,4.4,5.68,26.114,nan,nan,nan,0.0,201.0,115.0,84.0,0.0,100.0,2147483647.0
1,2022-05-02 12:27:43,36.81089,-121.7842433,4.8,3.47,213.232,nan,nan,nan,0.0,106.0,114.0,54.0,0.0,100.0,2147483647.0
1,2022-05-02 12:27:43,36.81089,-121.7842433,5.2,16.87,159.523,nan,nan,nan,0.0,50.0,110.0,47.0,0.0,100.0,2147483647.0
1,2022-05-02 12:27:43,36.81089,-121.7842433,5.6,24.33,224.334,nan,nan,nan,0.0,45.0,111.0,39.0,0.0,100.0,2147483647.0
1,2022-05-02 12:27:43,36.81089,-121.7842433,6.0,24.44,158.895,nan,nan,nan,0.0,39.0,145.0,36.0,0.0,100.0,2147483647.0
1,2022-05-02 12:27:43,36.81089,-121.7842433,6.4,17.75,172.555,nan,nan,nan,0.0,36.0,172.0,39.0,0.0,100.0,2147483647.0
1,2022-05-02 12:27:43,36.81089,-121.7842433,6.8,45.49,107.001,nan,nan,nan,0.0,37.0,176.0,52.0,0.0,100.0,2147483647.0
1,2022-05-02 12:27:43,36.81089,-121.7842433,7.2,53.42,138.643,nan,nan,nan,0.0,49.0,135.0,68.0,0.0,100.0,2147483647.0
1,2022-05-02 12:27:43,36.81089,-121.7842433,7.6,38.54,106.272,nan,nan,nan,0.0,64.0,113.0,76.0,0.0,100.0,2147483647.0
1,2022-05-02 12:27:43,36.81089,-121.7842433,8.0,18.61,28.217,nan,nan,nan,0.0,70.0,73.0,67.0,0.0,100.0,2147483647.0
1,2022-05-02 12:27:43,36.81089,-121.7842433,8.4,22.37,331.717,nan,nan,nan,0.0,70.0,57.0,60.0,0.0,100.0,2147483647.0
1,2022-05-02 12:27:43,36.81089,-121.7842433,8.8,39.91,274.311,nan,nan,nan,0.0,64.0,47.0,46.0,0.0,100.0,2147483647.0
1,2022-05-02 12:27:43,36.81089,-121.7842433,9.2,30.02,290.065,nan,nan,nan,0.0,50.0,39.0,39.0,0.0,100.0,2147483647.0
1,2022-05-02 12:27:43,36.81089,-121.7842433,9.6,50.63,315.320,nan,nan,nan,0.0,41.0,36.0,37.0,0.0,100.0,2147483647.0
1,2022-05-02 12:27:43,36.81089,-121.7842433,10.0,41.22,99.074,nan,nan,nan,0.0,34.0,33.0,36.0,0.0,100.0,2147483647.0
1,2022-05-02 12:27:43,36.81089,-121.7842433,10.4,45.51,317.404,nan,nan,nan,0.0,34.0,32.0,37.0,0.0,100.0,2147483647.0
2,2022-05-02 12:27:48,36.81089,-121.7842700,0.8,8.06,293.385,-7.4,3.2,-1.7,0.0,155.0,156.0,161.0,0.0,100.0,0.03
2,2022-05-02 12:27:48,36.81089,-121.7842700,1.2,1.58,288.435,-1.5,0.5,2.1,0.0,152.0,150.0,152.0,0.0,100.0,0.0
2,2022-05-02 12:27:48,36.81089,-121.7842700,1.6,16.30,180.703,-0.2,-16.3,-0.8,0.0,144.0,140.0,149.0,0.0,100.0,-0.14
2,2022-05-02 12:27:48,36.81089,-121.7842700,2.0,6.40,155.037,2.7,-5.8,-2.3,0.0,138.0,136.0,138.0,0.0,100.0,-0.05
2,2022-05-02 12:27:48,36.81089,-121.7842700,2.4,25.84,251.495,nan,nan,nan,0.0,132.0,136.0,152.0,0.0,100.0,2147483647.0
2,2022-05-02 12:27:48,36.81089,-121.7842700,2.8,28.45,290.792,nan,nan,nan,0.0,133.0,131.0,201.0,0.0,100.0,2147483647.0
2,2022-05-02 12:27:48,36.81089,-121.7842700,3.2,4.63,353.797,nan,nan,nan,0.0,193.0,124.0,206.0,0.0,100.0,2147483647.0
2,2022-05-02 12:27:48,36.81089,-121.7842700,3.6,35.12,21.377,nan,nan,nan,0.0,215.0,121.0,66.0,0.0,100.0,2147483647.0
2,2022-05-02 12:27:48,36.81089,-121.7842700,4.0,23.20,275.440,nan,nan,nan,0.0,119.0,114.0,62.0,0.0,100.0,2147483647.0
2,2022-05-02 12:27:48,36.81089,-121.7842700,4.4,27.39,171.604,nan,nan,nan,0.0,54.0,111.0,47.0,0.0,100.0,2147483647.0
2,2022-05-02 12:27:48,36.81089,-121.7842700,4.8,38.89,214.099,nan,nan,nan,0.0,50.0,141.0,39.0,0.0,100.0,2147483647.0
2,2022-05-02 12:27:48,36.81089,-121.7842700,5.2,52.85,202.003,nan,nan,nan,0.0,41.0,173.0,38.0,0.0,100.0,2147483647.0
2,2022-05-02 12:27:48,36.81089,-121.7842700,5.6,32.42,206.170,nan,nan,nan,0.0,39.0,197.0,67.0,0.0,100.0,2147483647.0
2,2022-05-02 12:27:48,36.81089,-121.7842700,6.0,14.27,159.914,nan,nan,nan,0.0,48.0,152.0,89.0,0.0,100.0,2147483647.0
2,2022-05-02 12:27:48,36.81089,-121.7842700,6.4,10.42,111.393,nan,nan,nan,0.0,71.0,100.0,86.0,0.0,100.0,2147483647.0
2,2022-05-02 12:27:48,36.81089,-121.7842700,6.8,8.06,352.875,nan,nan,nan,0.0,76.0,81.0,62.0,0.0,100.0,2147483647.0
2,2022-05-02 12:27:48,36.81089,-121.7842700,7.2,18.50,261.607,nan,nan,nan,0.0,79.0,63.0,48.0,0.0,100.0,2147483647.0
2,2022-05-02 12:27:48,36.81089,-121.7842700,7.6,42.19,257.545,nan,nan,nan,0.0,58.0,51.0,40.0,0.0,100.0,2147483647.0
2,2022-05-02 12:27:48,36.81089,-121.7842700,8.0,81.83,196.397,nan,nan,nan,0.0,41.0,42.0,38.0,0.0,100.0,2147483647.0
2,2022-05-02 12:27:48,36.81089,-121.7842700,8.4,21.73,272.902,nan,nan,nan,0.0,38.0,37.0,38.0,0.0,100.0,2147483647.0
2,2022-05-02 12:27:48,36.81089,-121.7842700,8.8,34.79,252.607,nan,nan,nan,0.0,37.0,36.0,39.0,0.0,100.0,2147483647.0
2,2022-05-02 12:27:48,36.81089,-121.7842700,9.2,36.94,184.970,nan,nan,nan,0.0,37.0,36.0,36.0,0.0,100.0,2147483647.0
2,2022-05-02 12:27:48,36.81089,-121.7842700,9.6,54.69,183.354,nan,nan,nan,0.0,36.0,38.0,35.0,0.0,100.0,2147483647.0
2,2022-05-02 12:27:48,36.81089,-121.7842700,10.0,72.45,165.043,nan,nan,nan,0.0,34.0,43.0,34.0,0.0,100.0,2147483647.0
2,2022-05-02 12:27:48,36.81089,-121.7842700,10.4,134.89,159.926,nan,nan,nan,0.0,34.0,53.0,34.0,0.0,100.0,2147483647.0
3,2022-05-02 12:27:53,36.810888299999995,-121.7843000,0.8,18.79,289.592,-17.7,6.3,2.4,0.0,157.0,160.0,161.0,0.0,100.0,0.07
3,2022-05-02 12:27:53,36.810888299999995,-121.7843000,1.2,8.19,203.749,-3.3,-7.5,-5.2,0.0,151.0,158.0,157.0,0.0,100.0,-0.07
3,2022-05-02 12:27:53,36.810888299999995,-121.7843000,1.6,18.74,223.919,-13.0,-13.5,1.0,0.0,146.0,147.0,150.0,0.0,100.0,-0.11
3,2022-05-02 12:27:53,36.810888299999995,-121.7843000,2.0,6.33,219.226,nan,nan,nan,0.0,138.0,136.0,188.0,0.0,100.0,2147483647.0
3,2022-05-02 12:27:53,36.810888299999995,-121.7843000,2.4,4.10,192.680,nan,nan,nan,0.0,174.0,131.0,217.0,0.0,100.0,2147483647.0
3,2022-05-02 12:27:53,36.810888299999995,-121.7843000,2.8,10.28,130.662,nan,nan,nan,0.0,198.0,125.0,110.0,0.0,100.0,2147483647.0
3,2022-05-02 12:27:53,36.810888299999995,-121.7843000,3.2,10.41,196.172,nan,nan,nan,0.0,144.0,126.0,56.0,0.0,100.0,2147483647.0
3,2022-05-02 12:27:53,36.810888299999995,-121.7843000,3.6,24.19,235.784,nan,nan,nan,0.0,66.0,124.0,49.0,0.0,100.0,2147483647.0
