profile,date_time,latitude,longitude,depth,1,water_dir,V_x,V_y,V_z,6,7,8,9,10,11,flag
1,2022-05-02 12:38:58,36.809901700000005,-121.7840033,0.8,77.37,272.519,-77.3,3.4,12.6,0.0,172.0,183.0,173.0,0.0,100.0,2147483647.0
1,2022-05-02 12:38:58,36.809901700000005,-121.7840033,1.2,53.15,291.061,nan,nan,nan,0.0,197.0,207.0,218.0,0.0,100.0,2147483647.0
1,2022-05-02 12:38:58,36.809901700000005,-121.7840033,1.6,76.19,289.315,nan,nan,nan,0.0,217.0,203.0,206.0,0.0,100.0,2147483647.0
1,2022-05-02 12:38:58,36.809901700000005,-121.7840033,2.0,55.60,269.794,nan,nan,nan,0.0,199.0,192.0,162.0,0.0,100.0,2147483647.0
1,2022-05-02 12:38:58,36.809901700000005,-121.7840033,2.4,77.58,282.280,nan,nan,nan,0.0,130.0,126.0,144.0,0.0,100.0,2147483647.0
1,2022-05-02 12:38:58,36.809901700000005,-121.7840033,2.8,74.23,275.411,nan,nan,nan,0.0,124.0,125.0,135.0,0.0,100.0,2147483647.0
1,2022-05-02 12:38:58,36.809901700000005,-121.7840033,3.2,65.70,275.502,nan,nan,nan,0.0,117.0,126.0,125.0,0.0,100.0,2147483647.0
1,2022-05-02 12:38:58,36.809901700000005,-121.7840033,3.6,66.03,274.778,nan,nan,nan,0.0,109.0,116.0,112.0,0.0,100.0,2147483647.0
1,2022-05-02 12:38:58,36.809901700000005,-121.7840033,4.0,80.89,272.763,nan,nan,nan,0.0,99.0,106.0,105.0,0.0,100.0,2147483647.0
1,2022-05-02 12:38:58,36.809901700000005,-121.7840033,4.4,77.61,260.283,nan,nan,nan,0.0,88.0,96.0,104.0,0.0,100.0,2147483647.0
1,2022-05-02 12:38:58,36.809901700000005,-121.7840033,4.8,62.43,284.659,nan,nan,nan,0.0,79.0,88.0,103.0,0.0,100.0,2147483647.0
1,2022-05-02 12:38:58,36.809901700000005,-121.7840033,5.2,43.29,282.270,nan,nan,nan,0.0,74.0,82.0,100.0,0.0,100.0,2147483647.0
1,2022-05-02 12:38:58,36.809901700000005,-121.7840033,5.6,44.31,268.578,nan,nan,nan,0.0,71.0,78.0,98.0,0.0,100.0,2147483647.0
1,2022-05-02 12:38:58,36.809901700000005,-121.7840033,6.0,70.43,268.454,nan,nan,nan,0.0,66.0,71.0,91.0,0.0,100.0,2147483647.0
1,2022-05-02 12:38:58,36.809901700000005,-121.7840033,6.4,50.82,259.110,nan,nan,nan,0.0,62.0,70.0,85.0,0.0,100.0,2147483647.0
1,2022-05-02 12:38:58,36.809901700000005,-121.7840033,6.8,72.54,288.735,nan,nan,nan,0.0,59.0,66.0,79.0,0.0,100.0,2147483647.0
1,2022-05-02 12:38:58,36.809901700000005,-121.7840033,7.2,64.18,297.364,nan,nan,nan,0.0,56.0,64.0,75.0,0.0,100.0,2147483647.0
1,2022-05-02 12:38:58,36.809901700000005,-121.7840033,7.6,57.64,280.901,nan,nan,nan,0.0,52.0,58.0,67.0,0.0,100.0,2147483647.0
1,2022-05-02 12:38:58,36.809901700000005,-121.7840033,8.0,59.86,288.405,nan,nan,nan,0.0,48.0,55.0,63.0,0.0,100.0,2147483647.0
1,2022-05-02 12:38:58,36.809901700000005,-121.7840033,8.4,31.32,274.946,nan,nan,nan,0.0,45.0,50.0,60.0,0.0,100.0,2147483647.0
1,2022-05-02 12:38:58,36.809901700000005,-121.7840033,8.8,27.58,254.654,nan,nan,nan,0.0,44.0,50.0,56.0,0.0,100.0,2147483647.0
