%,ADP,Data,File:,ELK2204251152.adp,,,,,,,,,,,,,,,,,,
%,Start,Date,+,Time:,25/04/2022,11:52:07,,,,,,,,,,,,,,,,
%,All,Track,Calculations,use:,Bottom,Track,data,,,,,,,,,,,,,,,
%,All,Flow,Velocities,Relative,to:,Bottom,Track,,,,,,,,,,,,,,,
%,Metric,Units,,,,,,,,,,,,,,,,,,,,
Profile,Date,Time,Distance(m),DMG(m),DistEast(m),DistNorth(m),Latitude(deg),Longitude(deg),Depth_1(m),Depth_2(m),Depth_3(m),AvDepth(m),EsDepth(m),uVess(m/s),DirVess(deg),uFlow(m/s),DirFlow(deg),StdDev(m/s),DQI,#_Valid_Cells,Q(m^3/s),Q_Cumul(m^3/s)
52,2022-04-25,11:56:22,73.6,60.4,51.5,31.6,36.81175333,-121.78161,2.01,2.03,2.03,2.02,0,0.31,57.6,0.33,8.7,0.07,3.7,1,0.79,44.3
53,2022-04-25,11:56:27,75.7,61.7,53.4,30.8,36.81176667,-121.7816183,2.48,2.17,2.17,2.27,0,0.41,112.1,0.1,95.6,0.04,2.3,2,0.13,44.4
54,2022-04-25,11:56:32,77.1,62.6,54.7,30.4,36.81178,-121.78163,2.67,2.52,2.48,2.56,0,0.27,106.6,0.07,330.5,0.03,1.5,2,0.18,44.6
55,2022-04-25,11:56:37,79.2,64.3,56.8,30,36.81179667,-121.78165,3.23,2.42,2.63,2.76,0,0.43,102.5,0.06,170.5,0.04,2.2,2,-0.32,44.3
56,2022-04-25,11:56:42,81.2,66.1,58.8,30.2,36.81180667,-121.78166,3.36,2.83,2.92,3.04,0,0.39,83.9,0.27,14.9,0.03,1.7,3,1.51,45.8
57,2022-04-25,11:56:47,83.1,68,60.6,30.8,36.81182,-121.7816767,3.51,3.11,3.23,3.28,0,0.38,70.2,0.3,2.1,0.01,0.7,3,1.71,47.5
58,2022-04-25,11:56:52,84.7,69.6,62.2,31.3,36.81183167,-121.7816917,3.51,3.29,3.37,3.39,0,0.33,74,0.24,5.4,0.02,1.2,3,1.28,48.8
59,2022-04-25,11:56:57,86.6,71.5,64,31.9,36.81184333,-121.78171,3.7,3.43,3.35,3.49,0,0.38,69.4,0.27,15,0.02,1.1,3,1.48,50.3
60,2022-04-25,11:57:02,88.2,73,65.3,32.6,36.811855,-121.7817267,3.87,3.53,3.47,3.62,0,0.31,64.2,0.37,351.1,0.02,0.9,4,1.99,52.3
61,2022-04-25,11:57:07,89.9,74.7,67,33,36.811865,-121.7817383,3.92,3.71,3.62,3.75,0,0.35,76.2,0.27,357.9,0.02,1.1,4,1.73,54
62,2022-04-25,11:57:12,91.4,76.2,68.4,33.8,36.81187167,-121.7817533,4.05,3.8,3.71,3.85,0,0.31,60.5,0.33,10.8,0.02,1.1,4,1.48,55.5
63,2022-04-25,11:57:17,93.3,78.2,70,34.7,36.81188,-121.781775,4.17,3.88,3.8,3.95,0,0.38,59.8,0.34,8.2,0.01,0.9,4,2.03,57.5
64,2022-04-25,11:57:22,95.6,80.4,72,35.8,36.81188833,-121.7817917,4.27,3.99,3.96,4.07,0,0.45,62.3,0.33,30.7,0.02,0.8,4,1.59,59.1
65,2022-04-25,11:57:27,97.5,82.3,73.6,36.9,36.811895,-121.78181,4.32,4.12,4.09,4.18,0,0.39,54.8,0.5,0.2,0.02,0.9,4,3.32,62.4
66,2022-04-25,11:57:32,99.6,84.3,75.3,38,36.81190333,-121.7818317,4.41,4.29,4.16,4.29,0,0.41,56.5,0.42,356.5,0.02,1.1,5,3.15,65.6
67,2022-04-25,11:57:37,101.3,86,76.6,39.1,36.81191167,-121.78185,4.47,4.33,4.21,4.34,0,0.35,50,0.4,2.1,0.02,0.8,5,2.23,67.8
68,2022-04-25,11:57:42,103.4,88,78.1,40.6,36.81192333,-121.7818683,4.54,4.42,4.27,4.41,0,0.41,46,0.48,344.6,0.02,1,5,3.83,71.6
69,2022-04-25,11:57:47,105,89.5,79.1,41.9,36.811925,-121.78188,4.62,4.51,4.33,4.49,0,0.33,36.8,0.43,355.8,0.02,1,5,2.11,73.7
70,2022-04-25,11:57:52,107,91.3,80.4,43.4,36.81193,-121.78189,4.7,4.65,4.44,4.6,0,0.39,41.4,0.51,351.1,0.01,0.7,5,3.52,77.2
71,2022-04-25,11:57:57,108.8,92.9,81.3,44.9,36.81193667,-121.7819133,4.68,4.8,4.54,4.67,0,0.36,32,0.49,355.4,0.01,0.7,5,2.45,79.7
72,2022-04-25,11:58:02,110.9,94.9,82.7,46.4,36.811945,-121.7819367,4.78,4.89,4.62,4.76,0,0.42,41.9,0.5,344.7,0.02,1.2,5,4.17,83.9
73,2022-04-25,11:58:07,113.1,97,84.2,48.1,36.81195833,-121.78196,4.87,4.9,4.48,4.75,0,0.45,41.3,0.47,329.2,0.03,1.5,5,4.77,88.6
74,2022-04-25,11:58:12,115.3,99.2,85.8,49.7,36.81197,-121.7819783,5.08,5.01,4.51,4.87,0,0.45,45.9,0.5,348,0.01,0.7,5,4.55,93.2
75,2022-04-25,11:58:17,117.5,101.2,87.2,51.4,36.81198833,-121.781995,5.17,5.13,4.86,5.05,0,0.43,39.2,0.48,317.5,0.01,0.7,6,5.13,98.3
76,2022-04-25,11:58:22,119,102.4,87.8,52.8,36.81200167,-121.7820083,5.2,5.11,4.94,5.08,0,0.31,23,0.44,315.7,0.01,0.8,6,3.12,101.4
77,2022-04-25,11:58:27,120.4,103.6,88.4,53.9,36.812015,-121.7820217,5.26,5.16,5.02,5.15,0,0.27,28.6,0.44,306.9,0.02,0.8,6,3.02,104.4
78,2022-04-25,11:58:32,122,105.2,89.6,55,36.81203667,-121.782035,5.27,5.18,5.15,5.2,0,0.33,48.1,0.44,305,0.01,0.7,6,3.67,108.1
79,2022-04-25,11:58:37,123.4,106.5,90.5,56.1,36.81204667,-121.782045,5.24,5.14,5.16,5.18,0,0.27,38.7,0.43,294.7,0.01,0.4,6,2.89,111
80,2022-04-25,11:58:42,124.6,107.5,91.1,57.1,36.81206,-121.78205,5.25,5.13,5.18,5.19,0,0.24,31.1,0.33,298.8,0.01,0.5,6,2.03,113
81,2022-04-25,11:58:47,126.3,109.3,92.4,58.3,36.81207833,-121.78205,5.17,5.21,5.17,5.18,0,0.35,48.7,0.39,294,0.01,0.7,6,3.27,116.3
82,2022-04-25,11:58:52,128,110.9,93.7,59.3,36.81209167,-121.78205,5.15,5.32,5.17,5.21,0,0.33,50.8,0.42,291.9,0.01,0.6,6,3.14,119.4
83,2022-04-25,11:58:57,129.5,112.4,94.9,60.3,36.81210833,-121.7820517,5.16,5.2,5.07,5.14,0,0.31,49.9,0.42,289.6,0.01,0.6,6,2.86,122.3
84,2022-04-25,11:59:02,130.9,113.8,95.9,61.3,36.81212,-121.7820517,5.08,5.12,4.96,5.05,0,0.28,46.9,0.45,294.2,0.01,0.7,6,2.94,125.2
85,2022-04-25,11:59:07,132.5,115.4,97.1,62.2,36.81213333,-121.7820517,5,5.08,4.89,4.99,0,0.31,52.9,0.41,309.7,0.01,0.5,6,3.08,128.3
86,2022-04-25,11:59:12,134,116.9,98.4,63.1,36.81214667,-121.782055,3.92,4.89,4.92,4.58,0,0.31,52.9,0.36,310.6,0.02,1.1,4,2.45,130.8
87,2022-04-25,11:59:17,135.3,118.1,99.1,64.2,36.81216,-121.78206,4.8,4.73,4.76,4.76,0,0.26,37,0.28,257.3,0.02,1.4,5,1.13,131.9
88,2022-04-25,11:59:22,136.4,119.2,99.9,65,36.81217167,-121.7820667,4.66,4.72,4.75,4.71,0,0.22,41.9,0.4,297.3,0.01,0.7,5,2.04,133.9
89,2022-04-25,11:59:27,137.5,120,100.3,66,36.81217833,-121.78207,4.47,4.64,4.65,4.59,0,0.21,22.5,0.49,309.2,0.01,0.8,5,2.27,136.2
90,2022-04-25,11:59:32,138.5,121,100.9,66.8,36.81218833,-121.78208,4.28,4.55,4.6,4.48,0,0.21,36.7,0.45,309.3,0.01,0.8,5,2.13,138.3
91,2022-04-25,11:59:37,139.9,122.4,102,67.7,36.8122,-121.7820917,4.13,4.41,4.44,4.33,0,0.28,51.1,0.39,305,0.02,1.1,5,2.29,140.6
92,2022-04-25,11:59:42,141,123.5,102.8,68.4,36.81220667,-121.7820967,4.06,4.25,4.27,4.19,0,0.21,50.7,0.36,310.1,0.02,1,4,1.54,142.2
93,2022-04-25,11:59:47,141.6,124.1,103.4,68.6,36.81221333,-121.7821033,4.01,4.14,4.15,4.1,0,0.14,64.9,0.22,308.4,0.02,0.8,4,0.55,142.7
94,2022-04-25,11:59:52,142.1,124.6,103.7,69,36.81221667,-121.7821083,4,3.99,4.04,4.01,0,0.09,42.2,0.34,307.7,0.02,1,4,0.59,143.3
95,2022-04-25,11:59:57,142.7,125.2,104.2,69.3,36.81222167,-121.7821133,3.99,3.96,4.02,3.99,0,0.13,52.1,0.39,308.2,0.01,0.7,4,0.95,144.3
96,2022-04-25,12:00:02,143.1,125.6,104.5,69.7,36.81222333,-121.7821233,3.97,3.88,3.91,3.92,0,0.08,34.1,0.26,313.6,0.02,0.9,4,0.41,144.7
97,2022-04-25,12:00:07,143.9,126.4,105,70.3,36.81222833,-121.782125,4.02,3.92,3.84,3.93,0,0.16,45,0.37,320.2,0.02,1.2,4,1.17,145.8
98,2022-04-25,12:00:12,144.7,127.1,105.6,70.8,36.812235,-121.7821283,3.94,3.87,3.78,3.86,0,0.16,48.1,0.32,309.1,0.02,0.9,4,0.96,146.8
99,2022-04-25,12:00:17,145.7,128.1,106.4,71.4,36.81224167,-121.7821367,3.95,3.84,3.77,3.85,0,0.19,49.9,0.35,326.6,0.02,0.9,4,1.27,148.1
100,2022-04-25,12:00:22,146.5,128.9,107.1,71.7,36.81224667,-121.78214,3.93,3.8,3.71,3.81,0,0.16,67,0.25,326.9,0.02,0.9,4,0.73,148.8
101,2022-04-25,12:00:27,147,129.4,107.6,71.9,36.81225333,-121.7821417,3.92,3.8,3.72,3.81,0,0.11,70.7,0.29,317.5,0.01,0.8,4,0.55,149.3
102,2022-04-25,12:00:32,147.9,130.2,108.5,72,36.81226167,-121.78214,3.88,3.75,3.73,3.79,0,0.19,81.2,0.2,340.4,0.02,1.3,4,0.7,150
103,2022-04-25,12:00:37,148.6,130.9,109.2,72.3,36.81226833,-121.7821383,3.81,3.76,3.71,3.76,0,0.14,71.7,0.29,326.2,0.02,0.8,4,0.75,150.8
104,2022-04-25,12:00:42,149.4,131.6,109.9,72.4,36.81227667,-121.7821383,3.63,3.75,3.74,3.71,0,0.15,78.1,0.16,311.2,0.02,1,4,0.33,151.1
%-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,
%,,,,,,,,,,,,,,,,,,,,,,
%,Discharge,Summary,,,,,,,,,,,,,,,,,,,,
%,,,,,,,,,,,,,,,,,,,,,,
%,Top,Q,=,32.2,(cms),,,,,,,,,,,,,,,,,
%,Measured,Q,=,93.87,(cms),,,,,,,,,,,,,,,,,
%,Bottom,Q,=,25.059,(cms),,,,,,,,,,,,,,,,,
%,Left,Q,=,0,(cms),,,,,,,,,,,,,,,,,
%,Right,Q,=,0,(cms),,,,,,,,,,,,,,,,,
%,Total,Q,=,151.13,(cms),,,,,,,,,,,,,,,,,
%,,,,,,,,,,,,,,,,,,,,,,
%,MeasQ/EstQ,=,62.1,(%),,,,,,,,,,,,,,,,,,
%,,,,,,,,,,,,,,,,,,,,,,
%,TotalArea,=,465.23,(m2),,,,,,,,,,,,,,,,,,
%,MeanVel,=,0.32,(m/s),,,,,,,,,,,,,,,,,,
