%,ADP,Data,File:,ELK2204251145.adp,,,,,,,,,,,,,,,,,,
%,Start,Date,+,Time:,25/04/2022,11:45:12,,,,,,,,,,,,,,,,
%,All,Track,Calculations,use:,Bottom,Track,data,,,,,,,,,,,,,,,
%,All,Flow,Velocities,Relative,to:,Bottom,Track,,,,,,,,,,,,,,,
%,Metric,Units,,,,,,,,,,,,,,,,,,,,
Profile,Date,Time,Distance(m),DMG(m),DistEast(m),DistNorth(m),Latitude(deg),Longitude(deg),Depth_1(m),Depth_2(m),Depth_3(m),AvDepth(m),EsDepth(m),uVess(m/s),DirVess(deg),uFlow(m/s),DirFlow(deg),StdDev(m/s),DQI,#_Valid_Cells,Q(m^3/s),Q_Cumul(m^3/s)
11,2022-04-25,11:46:02,19.5,18.8,10.9,-15.3,36.81205667,-121.7820217,5.18,4.9,5.24,5.11,0,0.43,130.3,0.6,224.5,0.01,0.6,6,-6.53,-47.2
12,2022-04-25,11:46:07,21.5,20.7,12.6,-16.5,36.81203167,-121.7820083,5.11,4.98,5.25,5.11,0,0.4,126.1,0.51,225.1,0.01,0.6,6,-5.16,-52.3
13,2022-04-25,11:46:12,23.4,22.5,13.9,-17.7,36.81202,-121.7819983,5.03,5.02,5.21,5.09,0,0.37,133.3,0.55,220.6,0.01,0.6,6,-5.22,-57.5
14,2022-04-25,11:46:17,25.2,24.3,15.3,-18.9,36.81200667,-121.7819867,5.05,5.04,5.22,5.1,0,0.36,129.5,0.57,224.3,0.01,0.7,6,-5.19,-62.7
15,2022-04-25,11:46:22,26.8,25.9,16.5,-19.9,36.81199333,-121.781975,4.95,4.99,5.15,5.03,0,0.32,130.6,0.52,220.9,0.01,0.7,6,-4.11,-66.8
16,2022-04-25,11:46:27,28.4,27.4,17.6,-21.1,36.81198167,-121.7819633,4.8,4.92,5.03,4.92,0,0.32,137.8,0.54,220.7,0.01,0.6,6,-4.22,-71.1
17,2022-04-25,11:46:32,29.8,28.9,18.4,-22.3,36.81197,-121.7819583,4.69,4.85,5.01,4.85,0,0.29,143.9,0.51,230.7,0.02,0.9,5,-3.61,-74.7
18,2022-04-25,11:46:37,31,30.1,19.2,-23.2,36.81196,-121.7819533,4.69,4.75,4.9,4.78,0,0.24,142.7,0.48,238.5,0.01,0.6,5,-2.75,-77.4
19,2022-04-25,11:46:42,32.4,31.4,19.9,-24.3,36.81195333,-121.7819483,4.76,4.64,5,4.8,0,0.27,144.8,0.52,235.1,0.01,0.7,5,-3.4,-80.8
20,2022-04-25,11:46:47,33.7,32.8,20.7,-25.4,36.81194167,-121.781945,4.88,4.52,5.11,4.84,0,0.27,144.2,0.47,233.6,0.01,0.8,5,-3.04,-83.9
21,2022-04-25,11:46:52,35.2,34.3,21.6,-26.6,36.811925,-121.78194,4.86,4.31,5.08,4.75,0,0.3,143.9,0.43,226.5,0.01,0.8,5,-3.08,-86.9
22,2022-04-25,11:46:57,36.8,35.8,22.4,-27.9,36.81190833,-121.781935,4.79,4.71,5.03,4.84,0,0.31,148.7,0.43,214.3,0.02,0.8,5,-2.94,-89.9
23,2022-04-25,11:47:02,38.3,37.4,23.3,-29.2,36.81189333,-121.7819283,4.79,4.8,4.94,4.84,0,0.31,144.5,0.41,225.1,0.01,0.7,6,-3.06,-92.9
24,2022-04-25,11:47:07,39.8,38.9,24.5,-30.2,36.81188,-121.78192,4.7,4.76,4.85,4.77,0,0.3,130.1,0.41,227.9,0.01,0.6,5,-2.94,-95.9
25,2022-04-25,11:47:12,41.4,40.4,25.8,-31,36.81187167,-121.7819083,4.61,4.66,4.7,4.66,0,0.32,122.1,0.42,228.2,0.01,0.8,5,-3,-98.9
26,2022-04-25,11:47:17,43.1,42,27.3,-32,36.81186,-121.7818983,4.57,4.56,4.61,4.58,0,0.34,123.3,0.39,231.8,0.01,0.8,5,-2.94,-101.8
27,2022-04-25,11:47:22,45.1,43.8,29,-32.8,36.81184833,-121.7818867,4.5,4.44,4.54,4.49,0,0.38,117,0.48,237.2,0.01,0.6,5,-3.53,-105.4
28,2022-04-25,11:47:27,46.9,45.6,30.6,-33.7,36.81184,-121.78187,4.32,4.38,4.35,4.35,0,0.37,118.5,0.26,218,0.01,0.7,5,-2.12,-107.5
29,2022-04-25,11:47:32,48.7,47.3,32.2,-34.6,36.81183167,-121.7818517,4.3,4.35,4.15,4.27,0,0.36,120.4,0.24,218.8,0.01,0.7,5,-1.83,-109.3
30,2022-04-25,11:47:37,0,49,33.7,-35.6,36.81182667,-121.78183,4.3,4.35,4.15,4.27,0,0,0,0.18,246.3,0.01,100,5,-1.13,-110.4
31,2022-04-25,11:47:42,52.3,50.6,35.4,-36.2,36.81181833,-121.78182,4.06,4.12,3.86,4.01,0,0.36,112.7,0.11,247.5,0.02,1.2,4,-0.53,-111
32,2022-04-25,11:47:47,54.7,52.9,37.6,-37.2,36.81180833,-121.7818067,3.75,3.43,3.61,3.6,0,0.49,114.3,0.25,209.5,0.02,1.1,3,-2.15,-113.1
33,2022-04-25,11:47:52,56.1,54.2,38.8,-37.9,36.811795,-121.78179,3.46,3.75,3.43,3.55,0,0.28,115.9,0.35,217.5,0.02,1.3,3,-1.7,-114.8
34,2022-04-25,11:47:57,57.2,55.2,39.9,-38.2,36.81178167,-121.7817783,3.15,3.55,3.26,3.32,0,0.22,109.2,0.33,219.7,0.02,1.1,3,-1.12,-115.9
35,2022-04-25,11:48:02,58.8,56.7,41.3,-38.9,36.81177167,-121.7817683,3.01,3.33,3.04,3.13,0,0.31,114.9,0.22,189.7,0.02,1.1,3,-1.04,-117
36,2022-04-25,11:48:07,60.6,58.3,43.1,-39.2,36.81176167,-121.781755,2.93,2.99,2.83,2.92,0,0.37,100.9,0.15,197.1,0.02,1.1,3,-0.79,-117.8
37,2022-04-25,11:48:12,62.4,59.9,44.8,-39.8,36.81175,-121.7817417,2.86,2.85,2.62,2.78,0,0.36,107.3,0.22,190.7,0.02,1.2,2,-1.09,-118.9
38,2022-04-25,11:48:17,64.4,61.8,46.7,-40.5,36.81173167,-121.7817317,2.78,2.78,2.84,2.8,0,0.4,112.4,0.25,192.2,0.02,0.9,3,-1.37,-120.2
39,2022-04-25,11:48:22,65.8,63.1,47.8,-41.2,36.81172,-121.7817283,2.59,2.67,2.53,2.6,0,0.27,123,0.3,199.8,0.04,2.5,2,-1.01,-121.2
40,2022-04-25,11:48:27,67.8,65,49.8,-41.8,36.8117,-121.78172,2.48,2.92,2.52,2.64,0,0.41,106.9,0.27,213.4,0.03,1.5,2,-1.43,-122.7
41,2022-04-25,11:48:32,69.9,66.9,51.8,-42.2,36.81168,-121.78171,2.5,2.34,2.45,2.43,0,0.43,99.9,0.24,193.2,0.03,1.9,2,-1.25,-123.9
42,2022-04-25,11:48:37,72.3,69,54.1,-42.8,36.81166,-121.7816983,2.31,2.34,2.4,2.35,0,0.47,103.5,0.28,216.1,0.02,1.3,2,-1.42,-125.3
43,2022-04-25,11:48:42,75.6,71.8,57.5,-43,36.81164,-121.78168,2.31,2.13,2.12,2.19,0,0.67,94.8,0.11,144.6,0.03,1.5,2,-0.62,-126
44,2022-04-25,11:48:47,78,74,59.8,-43.7,36.81162167,-121.781665,2.38,2.28,2.4,2.35,0,0.48,105.5,0.3,192.1,0.04,2.1,2,-1.71,-127.7
45,2022-04-25,11:48:52,80.7,76.4,62.4,-44.1,36.81160333,-121.78165,2.14,2.07,2.36,2.19,0,0.54,99.4,0.21,206.2,0.03,1.6,1,-1.17,-128.8
46,2022-04-25,11:48:57,82.6,78.2,64.1,-44.8,36.81158667,-121.781635,2.27,2.22,2.27,2.25,0,0.37,112.7,0.28,225.9,0.03,2,2,-1.09,-129.9
47,2022-04-25,11:49:02,85.3,80.4,66.8,-44.8,36.81156833,-121.78162,2.51,2.29,2.28,2.36,0,0.54,88.7,0.12,165.4,0.02,1.2,2,-0.73,-130.7
48,2022-04-25,11:49:07,87.3,82.3,68.9,-45,36.81154667,-121.7816067,2.58,2.48,2.38,2.48,0,0.41,97.4,0.19,184.3,0.04,2.3,2,-0.96,-131.6
49,2022-04-25,11:49:12,89.5,84.4,70.9,-45.8,36.81153167,-121.7816017,2.54,2.48,2.48,2.5,0,0.43,110.2,0.18,163.7,0.03,1.5,2,-0.78,-132.4
50,2022-04-25,11:49:17,92.3,87.1,73.5,-46.7,36.81151167,-121.7815933,2.46,2.49,2.23,2.39,0,0.55,109.9,0.34,184.7,0.03,1.6,2,-2.19,-134.6
51,2022-04-25,11:49:22,94.1,88.9,75.3,-47.3,36.81148833,-121.7815833,2.71,2.44,2.55,2.57,0,0.38,107.9,0.36,224.3,0.03,1.7,2,-1.55,-136.1
52,2022-04-25,11:49:27,96.1,90.8,77,-48.2,36.81147167,-121.7815767,2.55,2.59,2.68,2.61,0,0.39,118.6,0.32,215.7,0.04,2,2,-1.63,-137.8
53,2022-04-25,11:49:32,98.5,93.2,79,-49.5,36.81144833,-121.781565,2.35,2.54,2.71,2.53,0,0.48,122.8,0.47,211.9,0.04,2.5,2,-2.84,-140.6
54,2022-04-25,11:49:37,101,95.7,81.4,-50.3,36.81143333,-121.7815567,2.7,2.43,2.4,2.51,0,0.5,107.9,0.34,186.1,0.04,2.1,2,-2.08,-142.7
55,2022-04-25,11:49:42,102.7,97.2,83,-50.6,36.81141667,-121.7815483,2.83,2.6,2.72,2.72,0,0.33,99.3,0.38,222.6,0.04,1.8,2,-1.42,-144.1
56,2022-04-25,11:49:47,104.4,98.9,84.2,-51.8,36.81139833,-121.7815417,2.94,2.72,2.89,2.85,0,0.34,136.8,0.47,228.4,0.03,1.7,2,-2.27,-146.4
57,2022-04-25,11:49:52,106.4,100.7,86.2,-52.1,36.811385,-121.781535,3.08,2.77,2.96,2.94,0,0.41,98.4,0.2,230.9,0.04,2.6,2,-0.91,-147.3
58,2022-04-25,11:49:57,108.4,102.7,88.1,-52.8,36.81136667,-121.7815233,3.16,2.84,3.14,3.05,0,0.39,112,0.43,233.8,0.02,1,3,-2.21,-149.5
59,2022-04-25,11:50:02,110.5,104.7,90.2,-53.3,36.81135,-121.7815083,3.28,2.94,3.26,3.16,0,0.43,101.7,0.23,224.7,0.02,1.2,3,-1.3,-150.8
60,2022-04-25,11:50:07,112.9,107,92.4,-53.9,36.81133167,-121.781495,3.34,3.08,3.3,3.24,0,0.47,105.4,0.05,256.6,0.02,1.1,3,-0.19,-151
61,2022-04-25,11:50:12,115,109.1,94.5,-54.5,36.81131167,-121.78148,3.36,3.19,3.3,3.28,0,0.43,106.1,0.21,222.2,0.03,1.9,3,-1.37,-152.4
62,2022-04-25,11:50:17,117,111,96.4,-55,36.8113,-121.78147,3.31,3.22,3.28,3.27,0,0.39,104.6,0.35,229.6,0.03,1.5,3,-1.82,-154.2
63,2022-04-25,11:50:22,118.4,112.4,97.7,-55.6,36.81129,-121.78146,3.35,3.19,3.28,3.27,0,0.29,113.9,0.29,213.9,0.02,1.1,3,-1.37,-155.6
64,2022-04-25,11:50:27,119.9,113.9,99.1,-56.1,36.811275,-121.78145,3.37,3.23,3.23,3.28,0,0.29,109.7,0.29,217.9,0.03,1.5,3,-1.31,-156.9
65,2022-04-25,11:50:32,121.5,115.4,100.6,-56.5,36.81126667,-121.7814417,3.41,3.26,3.26,3.31,0,0.31,104.7,0.42,233.2,0.02,0.8,3,-1.69,-158.6
66,2022-04-25,11:50:37,123.6,117.4,102.7,-57,36.81125333,-121.78143,3.35,3.25,3.31,3.3,0,0.43,104.3,0.33,187.5,0.03,1.7,3,-2.27,-160.8
67,2022-04-25,11:50:42,125.7,119.5,104.7,-57.6,36.81124333,-121.78142,3.2,3.21,3.36,3.26,0,0.43,106.5,0.36,224.2,0.03,1.9,3,-2.19,-163
68,2022-04-25,11:50:47,127.5,121.2,106.4,-58.1,36.811225,-121.781415,3.31,3.09,3.31,3.24,0,0.36,105.2,0.36,218.2,0.02,1.2,3,-1.91,-164.9
69,2022-04-25,11:50:52,129.1,122.8,107.7,-59,36.81120833,-121.7814183,3.25,3.15,3.24,3.21,0,0.32,127.5,0.42,200.8,0.03,1.7,3,-2.09,-167
70,2022-04-25,11:50:57,130.7,124.3,108.6,-60.4,36.81119333,-121.7814217,3.19,3.16,3.12,3.16,0,0.32,145.8,0.43,223.6,0.02,1,3,-2.12,-169.2
71,2022-04-25,11:51:02,132,125.4,109.3,-61.5,36.81117833,-121.781425,3.13,3.07,3.05,3.08,0,0.26,149.1,0.44,218.3,0.02,1.3,3,-1.65,-170.8
72,2022-04-25,11:51:07,133.7,127.1,110.7,-62.4,36.81116833,-121.7814217,3.08,2.99,3,3.02,0,0.34,123,0.44,226.2,0.02,1.2,3,-2.19,-173
73,2022-04-25,11:51:12,134.9,128.2,111.9,-62.7,36.81115667,-121.78142,3.11,2.91,2.97,3,0,0.24,102.9,0.33,238.1,0.02,0.9,3,-0.85,-173.8
74,2022-04-25,11:51:17,136,129.3,112.6,-63.5,36.811145,-121.7814183,3.14,2.87,2.93,2.98,0,0.22,138.8,0.42,233.2,0.03,1.7,3,-1.4,-175.2
75,2022-04-25,11:51:22,136.6,129.7,112.8,-64,36.81114,-121.7814217,3.2,2.89,2.93,3.01,0,0.11,165.1,0.52,262.5,0.02,1.2,3,-0.84,-176.1
76,2022-04-25,11:51:27,137.2,129.2,112.1,-64.2,36.811135,-121.78142,3.17,2.87,2.93,2.99,0,0.13,256.4,0.5,259.9,0.03,1.3,3,-0.06,-176.1
%-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,
%,,,,,,,,,,,,,,,,,,,,,,
%,Discharge,Summary,,,,,,,,,,,,,,,,,,,,
%,,,,,,,,,,,,,,,,,,,,,,
%,Top,Q,=,-36.926,(cms),,,,,,,,,,,,,,,,,
%,Measured,Q,=,-111.11,(cms),,,,,,,,,,,,,,,,,
%,Bottom,Q,=,-28.098,(cms),,,,,,,,,,,,,,,,,
%,Left,Q,=,0,(cms),,,,,,,,,,,,,,,,,
%,Right,Q,=,0,(cms),,,,,,,,,,,,,,,,,
%,Total,Q,=,-176.13,(cms),,,,,,,,,,,,,,,,,
%,,,,,,,,,,,,,,,,,,,,,,
%,MeasQ/EstQ,=,63.1,(%),,,,,,,,,,,,,,,,,,
%,,,,,,,,,,,,,,,,,,,,,,
%,TotalArea,=,457.05,(m2),,,,,,,,,,,,,,,,,,
%,MeanVel,=,-0.39,(m/s),,,,,,,,,,,,,,,,,,
