profile,date_time,latitude,longitude,depth,1,water_dir,V_x,V_y,V_z,6,7,8,9,10,11,flag
1,2022-04-25 11:35:02,36.81219,-121.7820967,1.0,54.93,171.309,8.3,-54.3,1.3,0.0,153.0,158.0,163.0,0.0,100.0,-1.01
1,2022-04-25 11:35:02,36.81219,-121.7820967,1.6,65.66,185.068,-5.8,-65.4,2.2,0.0,146.0,146.0,150.0,0.0,100.0,-1.36
1,2022-04-25 11:35:02,36.81219,-121.7820967,2.2,77.20,180.445,-0.6,-77.2,-2.4,0.0,137.0,135.0,142.0,0.0,100.0,-1.55
1,2022-04-25 11:35:02,36.81219,-121.7820967,2.8,45.78,174.987,4.0,-45.6,3.3,0.0,129.0,136.0,136.0,0.0,100.0,-0.88
1,2022-04-25 11:35:02,36.81219,-121.7820967,3.4,34.77,195.515,nan,nan,nan,0.0,130.0,132.0,136.0,0.0,100.0,2147483647.0
1,2022-04-25 11:35:02,36.81219,-121.7820967,4.0,23.88,221.434,nan,nan,nan,0.0,128.0,202.0,151.0,0.0,100.0,2147483647.0
1,2022-04-25 11:35:02,36.81219,-121.7820967,4.6,6.58,98.746,nan,nan,nan,0.0,173.0,156.0,216.0,0.0,100.0,2147483647.0
1,2022-04-25 11:35:02,36.81219,-121.7820967,5.2,8.28,47.447,nan,nan,nan,0.0,203.0,62.0,93.0,0.0,100.0,2147483647.0
1,2022-04-25 11:35:02,36.81219,-121.7820967,5.8,15.38,128.136,nan,nan,nan,0.0,62.0,50.0,60.0,0.0,100.0,2147483647.0
1,2022-04-25 11:35:02,36.81219,-121.7820967,6.4,29.64,188.731,nan,nan,nan,0.0,50.0,43.0,48.0,0.0,100.0,2147483647.0
1,2022-04-25 11:35:02,36.81219,-121.7820967,7.0,38.22,172.633,nan,nan,nan,0.0,42.0,39.0,41.0,0.0,100.0,2147483647.0
1,2022-04-25 11:35:02,36.81219,-121.7820967,7.6,13.78,129.699,nan,nan,nan,0.0,35.0,35.0,36.0,0.0,100.0,2147483647.0
1,2022-04-25 11:35:02,36.81219,-121.7820967,8.2,47.12,289.204,nan,nan,nan,0.0,34.0,88.0,38.0,0.0,100.0,2147483647.0
1,2022-04-25 11:35:02,36.81219,-121.7820967,8.8,48.33,265.729,nan,nan,nan,0.0,35.0,98.0,77.0,0.0,100.0,2147483647.0
1,2022-04-25 11:35:02,36.81219,-121.7820967,9.4,13.81,32.885,nan,nan,nan,0.0,67.0,54.0,89.0,0.0,100.0,2147483647.0
1,2022-04-25 11:35:02,36.81219,-121.7820967,10.0,8.71,182.632,nan,nan,nan,0.0,89.0,44.0,60.0,0.0,100.0,2147483647.0
1,2022-04-25 11:35:02,36.81219,-121.7820967,10.6,12.82,144.203,nan,nan,nan,0.0,58.0,35.0,41.0,0.0,100.0,2147483647.0
1,2022-04-25 11:35:02,36.81219,-121.7820967,11.2,86.60,141.423,nan,nan,nan,0.0,39.0,31.0,36.0,0.0,100.0,2147483647.0
1,2022-04-25 11:35:02,36.81219,-121.7820967,11.8,115.47,147.053,nan,nan,nan,0.0,34.0,29.0,33.0,0.0,100.0,2147483647.0
1,2022-04-25 11:35:02,36.81219,-121.7820967,12.4,40.71,358.874,nan,nan,nan,0.0,32.0,37.0,32.0,0.0,100.0,2147483647.0
