%,ADP,Data,File:,ELK2205021146.adp,,,,,,,,,,,,,,,,,,
%,Start,Date,+,Time:,2/5/2022,11:46:25,,,,,,,,,,,,,,,,
%,All,Track,Calculations,use:,Bottom,Track,data,,,,,,,,,,,,,,,
%,All,Flow,Velocities,Relative,to:,Bottom,Track,,,,,,,,,,,,,,,
%,Metric,Units,,,,,,,,,,,,,,,,,,,,
Profile,Date,Time,Distance(m),DMG(m),DistEast(m),DistNorth(m),Latitude(deg),Longitude(deg),Depth_1(m),Depth_2(m),Depth_3(m),AvDepth(m),EsDepth(m),uVess(m/s),DirVess(deg),uFlow(m/s),DirFlow(deg),StdDev(m/s),DQI,#_Valid_Cells,Q(m^3/s),Q_Cumul(m^3/s)
51,2022-05-02,11:50:35,111.6,107.7,33.8,102.3,36.81180833,-121.7809017,2.8,2.41,2.26,2.49,0,0.44,21.7,0.22,327.6,0.02,1.4,3,0.96,115
52,2022-05-02,11:50:40,113.5,109.5,35.2,103.7,36.81178833,-121.7808883,2.87,1.72,2.39,2.33,0,0.39,41.9,0.25,280.4,0.04,2.3,2,0.98,115.9
53,2022-05-02,11:50:45,115.9,111.9,36.4,105.8,36.811775,-121.7808767,2.57,2.34,2.14,2.35,0,0.48,31.3,0.26,311.9,0.02,1.2,3,1.43,117.4
54,2022-05-02,11:50:50,119,115,37.7,108.6,36.81175333,-121.7808567,2.51,1.99,2.2,2.23,0,0.63,24.2,0.47,333.3,0.05,2.7,2,2.54,119.9
55,2022-05-02,11:50:55,121.3,116.9,39.5,110,36.81173833,-121.7808433,2.72,2.41,2.09,2.41,0,0.46,53.9,0.13,333.9,0.03,1.4,3,0.7,120.6
56,2022-05-02,11:51:00,125.2,120.6,42,113,36.811715,-121.7808217,2.57,2.39,2.37,2.44,0,0.78,39.3,0.35,6.2,0.02,1.4,3,1.82,122.4
57,2022-05-02,11:51:05,127.7,123,43.3,115.1,36.81169167,-121.7808083,2.79,2.43,2.44,2.55,0,0.5,30.9,0.13,333.1,0.03,1.6,3,0.69,123.1
58,2022-05-02,11:51:10,130.5,125.8,44.6,117.6,36.81166833,-121.78079,3.02,2.91,2.43,2.79,0,0.57,28.4,0.42,304.2,0.03,1.8,3,3.31,126.4
59,2022-05-02,11:51:15,133.9,128.9,47,120,36.81164667,-121.7807717,3.24,3.21,2.79,3.08,0,0.67,44.4,0.21,4.6,0.02,1.1,4,1.41,127.8
60,2022-05-02,11:51:20,136.3,131.1,48.5,121.8,36.811625,-121.7807583,3.3,3.02,3.1,3.14,0,0.47,41.1,0.19,274,0.02,1.3,5,1.1,128.9
61,2022-05-02,11:51:25,139.2,134,49.9,124.4,36.81160667,-121.7807483,3.56,3.29,3.13,3.33,0,0.58,27.5,0.27,317.2,0.02,0.8,5,2.43,131.4
62,2022-05-02,11:51:30,141.4,135.9,51.7,125.6,36.81157833,-121.7807283,3.62,2.97,3.34,3.31,0,0.45,55.9,0.12,263.7,0.01,0.8,5,0.43,131.8
63,2022-05-02,11:51:35,145.4,139.8,52.6,129.6,36.81156167,-121.780715,3.71,3.67,3.21,3.53,0,0.8,11.9,0.49,329.4,0.01,0.8,5,4.73,136.5
64,2022-05-02,11:51:40,146.2,140.4,52.3,130.3,36.81154167,-121.7807,3.99,3.69,3.42,3.7,0,0.16,338.5,0.44,266.3,0.01,0.7,6,1.24,137.8
65,2022-05-02,11:51:45,148,141.8,51.7,132,36.81152667,-121.7806817,3.92,3.57,3.44,3.64,0,0.36,341.6,0.36,288.3,0.01,0.7,6,1.89,139.6
66,2022-05-02,11:51:50,149.7,143.3,51.7,133.7,36.81151667,-121.7806733,3.89,3.64,3.43,3.65,0,0.34,0,0.31,297.8,0.01,0.6,6,1.69,141.3
67,2022-05-02,11:51:55,151.2,144.7,51.6,135.2,36.8115,-121.7806617,4.08,3.75,3.41,3.75,0,0.3,354.9,0.37,283.5,0.01,0.6,6,1.97,143.3
68,2022-05-02,11:52:00,152.6,145.8,51.1,136.5,36.81148667,-121.780655,4.16,3.75,3.56,3.82,0,0.28,342.1,0.41,282.4,0.01,0.7,6,1.89,145.2
69,2022-05-02,11:52:05,153.8,146.9,51.2,137.7,36.81147333,-121.7806483,4.21,3.94,3.64,3.93,0,0.24,3.4,0.33,284.3,0.01,0.7,6,1.51,146.7
70,2022-05-02,11:52:10,155.7,148.8,51.7,139.5,36.81146,-121.7806233,4.3,4.15,3.6,4.02,0,0.37,16.2,0.2,288.4,0.01,0.7,6,1.5,148.2
71,2022-05-02,11:52:15,157.5,150.6,52.3,141.2,36.81144167,-121.7806283,4.35,4.03,3.73,4.04,0,0.36,19.1,0.3,281.9,0.01,0.7,6,2.19,150.4
72,2022-05-02,11:52:20,159.5,152.7,53,143.2,36.81142667,-121.7806267,4.19,4.11,3.81,4.04,0,0.41,19.9,0.31,311.4,0.01,0.6,7,2.42,152.8
73,2022-05-02,11:52:25,161.6,154.8,53.6,145.2,36.811405,-121.780615,4.08,3.87,3.85,3.93,0,0.42,17.4,0.34,314.3,0.01,0.7,7,2.54,155.4
74,2022-05-02,11:52:30,163.5,156.7,54.4,146.9,36.81139167,-121.7806083,3.97,3.5,3.77,3.75,0,0.38,22.5,0.26,295.4,0.01,0.7,6,1.87,157.2
75,2022-05-02,11:52:35,165.1,158.1,55.4,148.1,36.81137,-121.780605,3.77,3.24,3.51,3.51,0,0.31,42.4,0.19,274.1,0.02,1,5,0.81,158
76,2022-05-02,11:52:40,166.4,159.4,56,149.3,36.81135833,-121.7806017,3.78,3.33,2.97,3.36,0,0.26,25.5,0.22,278.8,0.01,0.7,5,0.93,159
77,2022-05-02,11:52:45,169.3,162.2,56.2,152.2,36.81133667,-121.7805983,3.68,3.25,3.21,3.38,0,0.58,3.3,0.57,306.8,0.02,1,5,4.71,163.7
78,2022-05-02,11:52:50,171.8,164.7,57.3,154.4,36.81132167,-121.7805983,3.76,3.56,3.18,3.5,0,0.5,27.5,0.43,327,0.01,0.7,5,3.33,167
79,2022-05-02,11:52:55,173.9,166.7,58.5,156,36.81130167,-121.7805967,3.77,3.3,3.26,3.44,0,0.41,36.5,0.32,288.3,0.02,0.9,5,2.15,169.2
80,2022-05-02,11:53:00,175.9,168.3,60.3,157.1,36.81127833,-121.7806017,3.84,3.08,3.29,3.4,0,0.41,57.6,0.17,220.9,0.02,1.1,5,-0.35,168.8
81,2022-05-02,11:53:05,178.6,170.7,62.4,158.9,36.81126,-121.7806067,3.96,3.08,3.35,3.46,0,0.55,50.9,0.19,307.6,0.02,0.8,5,1.7,170.5
82,2022-05-02,11:53:10,181.2,172.9,64.4,160.5,36.81123333,-121.7806217,4.02,3.09,3.5,3.54,0,0.52,49.7,0.21,289.3,0.01,0.8,5,1.67,172.2
83,2022-05-02,11:53:15,183.2,174.7,65.7,161.9,36.81121833,-121.7806233,3.98,3.25,3.63,3.62,0,0.39,43.4,0.17,299.1,0.02,0.8,5,1.15,173.3
84,2022-05-02,11:53:20,184.9,176.4,66.9,163.3,36.811195,-121.7806267,3.76,3.42,3.59,3.59,0,0.36,41.1,0.27,286,0.01,0.6,6,1.55,174.9
85,2022-05-02,11:53:25,186.9,178.2,68.1,164.7,36.81118167,-121.78063,3.78,3.47,3.44,3.56,0,0.38,41.4,0.16,300.8,0.02,0.8,6,1.06,176
86,2022-05-02,11:53:30,188,179.3,69,165.5,36.81116,-121.780635,3.89,3.52,3.4,3.6,0,0.24,46.4,0.28,271.8,0.01,0.7,6,0.85,176.8
87,2022-05-02,11:53:35,189.6,180.8,70,166.7,36.81114667,-121.7806367,4.01,3.8,3.38,3.73,0,0.32,39.5,0.3,290.7,0.01,0.6,6,1.69,178.5
%-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,
%,,,,,,,,,,,,,,,,,,,,,,
%,Discharge,Summary,,,,,,,,,,,,,,,,,,,,
%,,,,,,,,,,,,,,,,,,,,,,
%,Top,Q,=,30.978,(cms),,,,,,,,,,,,,,,,,
%,Measured,Q,=,119.24,(cms),,,,,,,,,,,,,,,,,
%,Bottom,Q,=,28.279,(cms),,,,,,,,,,,,,,,,,
%,Left,Q,=,0,(cms),,,,,,,,,,,,,,,,,
%,Right,Q,=,0,(cms),,,,,,,,,,,,,,,,,
%,Total,Q,=,178.49,(cms),,,,,,,,,,,,,,,,,
%,,,,,,,,,,,,,,,,,,,,,,
%,MeasQ/EstQ,=,66.8,(%),,,,,,,,,,,,,,,,,,
%,,,,,,,,,,,,,,,,,,,,,,
%,TotalArea,=,707.17,(m2),,,,,,,,,,,,,,,,,,
%,MeanVel,=,0.25,(m/s),,,,,,,,,,,,,,,,,,
