profile,date_time,latitude,longitude,depth,1,water_dir,V_x,V_y,V_z,6,7,8,9,10,11,flag
1,2022-04-25 11:45:12,36.8121967,-121.7820917,1.0,62.48,242.861,-55.6,-28.5,0.1,0.0,158.0,161.0,161.0,0.0,100.0,-0.39
1,2022-04-25 11:45:12,36.8121967,-121.7820917,1.6,51.41,237.794,-43.5,-27.4,-2.2,0.0,151.0,152.0,150.0,0.0,100.0,-0.34
1,2022-04-25 11:45:12,36.8121967,-121.7820917,2.2,33.78,260.287,-33.3,-5.7,-0.9,0.0,146.0,142.0,144.0,0.0,100.0,-0.15
1,2022-04-25 11:45:12,36.8121967,-121.7820917,2.8,37.74,203.916,-15.3,-34.5,-3.5,0.0,136.0,137.0,137.0,0.0,100.0,-0.3
1,2022-04-25 11:45:12,36.8121967,-121.7820917,3.4,33.14,232.231,nan,nan,nan,0.0,129.0,164.0,131.0,0.0,100.0,2147483647.0
1,2022-04-25 11:45:12,36.8121967,-121.7820917,4.0,7.83,165.964,nan,nan,nan,0.0,194.0,224.0,172.0,0.0,100.0,2147483647.0
1,2022-04-25 11:45:12,36.8121967,-121.7820917,4.6,12.45,150.141,nan,nan,nan,0.0,169.0,113.0,207.0,0.0,100.0,2147483647.0
1,2022-04-25 11:45:12,36.8121967,-121.7820917,5.2,8.38,252.646,nan,nan,nan,0.0,57.0,92.0,64.0,0.0,100.0,2147483647.0
1,2022-04-25 11:45:12,36.8121967,-121.7820917,5.8,13.29,235.114,nan,nan,nan,0.0,50.0,57.0,59.0,0.0,100.0,2147483647.0
1,2022-04-25 11:45:12,36.8121967,-121.7820917,6.4,19.36,206.697,nan,nan,nan,0.0,40.0,44.0,46.0,0.0,100.0,2147483647.0
1,2022-04-25 11:45:12,36.8121967,-121.7820917,7.0,35.31,271.623,nan,nan,nan,0.0,37.0,45.0,40.0,0.0,100.0,2147483647.0
1,2022-04-25 11:45:12,36.8121967,-121.7820917,7.6,79.82,290.842,nan,nan,nan,0.0,36.0,95.0,36.0,0.0,100.0,2147483647.0
1,2022-04-25 11:45:12,36.8121967,-121.7820917,8.2,14.71,279.782,nan,nan,nan,0.0,90.0,99.0,61.0,0.0,100.0,2147483647.0
1,2022-04-25 11:45:12,36.8121967,-121.7820917,8.8,13.91,243.988,nan,nan,nan,0.0,89.0,62.0,100.0,0.0,100.0,2147483647.0
1,2022-04-25 11:45:12,36.8121967,-121.7820917,9.4,16.87,221.154,nan,nan,nan,0.0,50.0,45.0,73.0,0.0,100.0,2147483647.0
1,2022-04-25 11:45:12,36.8121967,-121.7820917,10.0,56.44,223.564,nan,nan,nan,0.0,37.0,36.0,56.0,0.0,100.0,2147483647.0
1,2022-04-25 11:45:12,36.8121967,-121.7820917,10.6,107.13,209.221,nan,nan,nan,0.0,33.0,32.0,40.0,0.0,100.0,2147483647.0
1,2022-04-25 11:45:12,36.8121967,-121.7820917,11.2,89.90,247.571,nan,nan,nan,0.0,31.0,35.0,35.0,0.0,100.0,2147483647.0
1,2022-04-25 11:45:12,36.8121967,-121.7820917,11.8,175.15,310.694,nan,nan,nan,0.0,30.0,49.0,32.0,0.0,100.0,2147483647.0
1,2022-04-25 11:45:12,36.8121967,-121.7820917,12.4,179.74,16.650,nan,nan,nan,0.0,38.0,50.0,31.0,0.0,100.0,2147483647.0
1,2022-04-25 11:45:12,36.8121967,-121.7820917,13.0,53.40,24.213,nan,nan,nan,0.0,41.0,45.0,36.0,0.0,100.0,2147483647.0
1,2022-04-25 11:45:12,36.8121967,-121.7820917,13.6,26.65,263.968,nan,nan,nan,0.0,37.0,41.0,44.0,0.0,100.0,2147483647.0
2,2022-04-25 11:45:17,36.8121917,-121.7820817,1.0,48.71,239.803,-42.1,-24.5,1.0,0.0,160.0,158.0,159.0,0.0,100.0,-0.43
2,2022-04-25 11:45:17,36.8121917,-121.7820817,1.6,57.29,221.816,-38.2,-42.7,-0.6,0.0,153.0,148.0,152.0,0.0,100.0,-0.55
2,2022-04-25 11:45:17,36.8121917,-121.7820817,2.2,62.54,228.306,-46.7,-41.6,-2.4,0.0,139.0,141.0,146.0,0.0,100.0,-0.59
2,2022-04-25 11:45:17,36.8121917,-121.7820817,2.8,58.50,226.455,-42.4,-40.3,-5.5,0.0,137.0,138.0,140.0,0.0,100.0,-0.56
2,2022-04-25 11:45:17,36.8121917,-121.7820817,3.4,53.29,191.584,nan,nan,nan,0.0,132.0,140.0,133.0,0.0,100.0,2147483647.0
2,2022-04-25 11:45:17,36.8121917,-121.7820817,4.0,14.21,181.614,nan,nan,nan,0.0,176.0,224.0,158.0,0.0,100.0,2147483647.0
2,2022-04-25 11:45:17,36.8121917,-121.7820817,4.6,5.82,164.055,nan,nan,nan,0.0,204.0,97.0,223.0,0.0,100.0,2147483647.0
2,2022-04-25 11:45:17,36.8121917,-121.7820817,5.2,15.28,70.498,nan,nan,nan,0.0,63.0,65.0,73.0,0.0,100.0,2147483647.0
2,2022-04-25 11:45:17,36.8121917,-121.7820817,5.8,7.09,319.574,nan,nan,nan,0.0,50.0,44.0,59.0,0.0,100.0,2147483647.0
2,2022-04-25 11:45:17,36.8121917,-121.7820817,6.4,17.49,151.677,nan,nan,nan,0.0,42.0,39.0,48.0,0.0,100.0,2147483647.0
2,2022-04-25 11:45:17,36.8121917,-121.7820817,7.0,48.38,188.080,nan,nan,nan,0.0,38.0,35.0,40.0,0.0,100.0,2147483647.0
2,2022-04-25 11:45:17,36.8121917,-121.7820817,7.6,78.69,287.376,nan,nan,nan,0.0,33.0,63.0,36.0,0.0,100.0,2147483647.0
2,2022-04-25 11:45:17,36.8121917,-121.7820817,8.2,24.66,304.592,nan,nan,nan,0.0,65.0,102.0,44.0,0.0,100.0,2147483647.0
2,2022-04-25 11:45:17,36.8121917,-121.7820817,8.8,11.44,157.920,nan,nan,nan,0.0,90.0,62.0,95.0,0.0,100.0,2147483647.0
2,2022-04-25 11:45:17,36.8121917,-121.7820817,9.4,36.18,229.708,nan,nan,nan,0.0,57.0,41.0,81.0,0.0,100.0,2147483647.0
2,2022-04-25 11:45:17,36.8121917,-121.7820817,10.0,75.99,182.791,nan,nan,nan,0.0,41.0,34.0,48.0,0.0,100.0,2147483647.0
2,2022-04-25 11:45:17,36.8121917,-121.7820817,10.6,168.18,178.228,nan,nan,nan,0.0,34.0,31.0,44.0,0.0,100.0,2147483647.0
2,2022-04-25 11:45:17,36.8121917,-121.7820817,11.2,200.63,195.643,nan,nan,nan,0.0,31.0,30.0,40.0,0.0,100.0,2147483647.0
2,2022-04-25 11:45:17,36.8121917,-121.7820817,11.8,178.74,264.800,nan,nan,nan,0.0,30.0,36.0,35.0,0.0,100.0,2147483647.0
2,2022-04-25 11:45:17,36.8121917,-121.7820817,12.4,164.24,313.520,nan,nan,nan,0.0,31.0,45.0,32.0,0.0,100.0,2147483647.0
2,2022-04-25 11:45:17,36.8121917,-121.7820817,13.0,86.11,0.865,nan,nan,nan,0.0,36.0,40.0,33.0,0.0,100.0,2147483647.0
2,2022-04-25 11:45:17,36.8121917,-121.7820817,13.6,60.94,170.460,nan,nan,nan,0.0,37.0,36.0,41.0,0.0,100.0,2147483647.0
3,2022-04-25 11:45:22,36.81218,-121.7820733,1.0,55.51,224.781,-39.1,-39.4,-0.7,0.0,158.0,161.0,164.0,0.0,100.0,-0.54
3,2022-04-25 11:45:22,36.81218,-121.7820733,1.6,59.14,216.405,-35.1,-47.6,-3.3,0.0,150.0,150.0,155.0,0.0,100.0,-0.55
3,2022-04-25 11:45:22,36.81218,-121.7820733,2.2,63.75,219.909,-40.9,-48.9,-4.7,0.0,143.0,139.0,145.0,0.0,100.0,-0.61
3,2022-04-25 11:45:22,36.81218,-121.7820733,2.8,52.62,219.680,-33.6,-40.5,-1.2,0.0,141.0,134.0,137.0,0.0,100.0,-0.5
3,2022-04-25 11:45:22,36.81218,-121.7820733,3.4,46.62,211.849,nan,nan,nan,0.0,133.0,133.0,133.0,0.0,100.0,2147483647.0
3,2022-04-25 11:45:22,36.81218,-121.7820733,4.0,15.61,220.323,nan,nan,nan,0.0,134.0,208.0,140.0,0.0,100.0,2147483647.0
3,2022-04-25 11:45:22,36.81218,-121.7820733,4.6,7.34,207.613,nan,nan,nan,0.0,200.0,135.0,221.0,0.0,100.0,2147483647.0
3,2022-04-25 11:45:22,36.81218,-121.7820733,5.2,10.36,347.171,nan,nan,nan,0.0,168.0,59.0,107.0,0.0,100.0,2147483647.0
3,2022-04-25 11:45:22,36.81218,-121.7820733,5.8,16.96,50.021,nan,nan,nan,0.0,58.0,45.0,65.0,0.0,100.0,2147483647.0
3,2022-04-25 11:45:22,36.81218,-121.7820733,6.4,19.94,143.360,nan,nan,nan,0.0,52.0,37.0,49.0,0.0,100.0,2147483647.0
3,2022-04-25 11:45:22,36.81218,-121.7820733,7.0,24.45,144.490,nan,nan,nan,0.0,43.0,35.0,41.0,0.0,100.0,2147483647.0
3,2022-04-25 11:45:22,36.81218,-121.7820733,7.6,23.45,121.928,nan,nan,nan,0.0,37.0,40.0,36.0,0.0,100.0,2147483647.0
3,2022-04-25 11:45:22,36.81218,-121.7820733,8.2,66.95,352.620,nan,nan,nan,0.0,35.0,94.0,35.0,0.0,100.0,2147483647.0
3,2022-04-25 11:45:22,36.81218,-121.7820733,8.8,28.01,284.681,nan,nan,nan,0.0,47.0,79.0,72.0,0.0,100.0,2147483647.0
3,2022-04-25 11:45:22,36.81218,-121.7820733,9.4,7.25,74.814,nan,nan,nan,0.0,88.0,47.0,89.0,0.0,100.0,2147483647.0
3,2022-04-25 11:45:22,36.81218,-121.7820733,10.0,25.42,189.055,nan,nan,nan,0.0,72.0,38.0,59.0,0.0,100.0,2147483647.0
3,2022-04-25 11:45:22,36.81218,-121.7820733,10.6,172.63,160.368,nan,nan,nan,0.0,43.0,31.0,41.0,0.0,100.0,2147483647.0
3,2022-04-25 11:45:22,36.81218,-121.7820733,11.2,185.38,153.919,nan,nan,nan,0.0,36.0,29.0,35.0,0.0,100.0,2147483647.0
3,2022-04-25 11:45:22,36.81218,-121.7820733,11.8,85.65,164.422,nan,nan,nan,0.0,31.0,30.0,33.0,0.0,100.0,2147483647.0
3,2022-04-25 11:45:22,36.81218,-121.7820733,12.4,126.87,295.091,nan,nan,nan,0.0,31.0,38.0,32.0,0.0,100.0,2147483647.0
3,2022-04-25 11:45:22,36.81218,-121.7820733,13.0,208.02,323.306,nan,nan,nan,0.0,30.0,41.0,31.0,0.0,100.0,2147483647.0
3,2022-04-25 11:45:22,36.81218,-121.7820733,13.6,100.88,283.237,nan,nan,nan,0.0,32.0,36.0,36.0,0.0,100.0,2147483647.0
4,2022-04-25 11:45:27,36.81216,-121.7820717,1.0,78.72,214.598,-44.7,-64.8,-1.4,0.0,154.0,163.0,164.0,0.0,100.0,-0.73
4,2022-04-25 11:45:27,36.81216,-121.7820717,1.6,62.48,233.002,-49.9,-37.6,-3.0,0.0,148.0,150.0,156.0,0.0,100.0,-0.66
4,2022-04-25 11:45:27,36.81216,-121.7820717,2.2,40.89,212.718,-22.1,-34.4,-5.2,0.0,141.0,144.0,144.0,0.0,100.0,-0.37
4,2022-04-25 11:45:27,36.81216,-121.7820717,2.8,56.14,220.956,-36.8,-42.4,-6.4,0.0,137.0,137.0,139.0,0.0,100.0,-0.55
4,2022-04-25 11:45:27,36.81216,-121.7820717,3.4,54.47,221.651,-36.2,-40.7,-3.1,0.0,134.0,132.0,136.0,0.0,100.0,-0.54
4,2022-04-25 11:45:27,36.81216,-121.7820717,4.0,45.19,225.986,nan,nan,nan,0.0,131.0,190.0,126.0,0.0,100.0,2147483647.0
4,2022-04-25 11:45:27,36.81216,-121.7820717,4.6,2.06,150.945,nan,nan,nan,0.0,179.0,188.0,216.0,0.0,100.0,2147483647.0
4,2022-04-25 11:45:27,36.81216,-121.7820717,5.2,8.91,177.427,nan,nan,nan,0.0,204.0,56.0,134.0,0.0,100.0,2147483647.0
4,2022-04-25 11:45:27,36.81216,-121.7820717,5.8,19.21,267.912,nan,nan,nan,0.0,48.0,53.0,58.0,0.0,100.0,2147483647.0
4,2022-04-25 11:45:27,36.81216,-121.7820717,6.4,17.73,139.574,nan,nan,nan,0.0,51.0,41.0,46.0,0.0,100.0,2147483647.0
4,2022-04-25 11:45:27,36.81216,-121.7820717,7.0,7.18,124.796,nan,nan,nan,0.0,44.0,39.0,40.0,0.0,100.0,2147483647.0
4,2022-04-25 11:45:27,36.81216,-121.7820717,7.6,9.69,21.801,nan,nan,nan,0.0,38.0,36.0,36.0,0.0,100.0,2147483647.0
4,2022-04-25 11:45:27,36.81216,-121.7820717,8.2,68.52,356.570,nan,nan,nan,0.0,35.0,65.0,33.0,0.0,100.0,2147483647.0
4,2022-04-25 11:45:27,36.81216,-121.7820717,8.8,80.50,283.726,nan,nan,nan,0.0,34.0,108.0,48.0,0.0,100.0,2147483647.0
4,2022-04-25 11:45:27,36.81216,-121.7820717,9.4,21.56,332.959,nan,nan,nan,0.0,71.0,69.0,87.0,0.0,100.0,2147483647.0
4,2022-04-25 11:45:27,36.81216,-121.7820717,10.0,5.40,308.991,nan,nan,nan,0.0,87.0,45.0,71.0,0.0,100.0,2147483647.0
4,2022-04-25 11:45:27,36.81216,-121.7820717,10.6,23.36,194.631,nan,nan,nan,0.0,50.0,36.0,40.0,0.0,100.0,2147483647.0
4,2022-04-25 11:45:27,36.81216,-121.7820717,11.2,105.02,160.185,nan,nan,nan,0.0,36.0,31.0,36.0,0.0,100.0,2147483647.0
4,2022-04-25 11:45:27,36.81216,-121.7820717,11.8,78.79,133.869,nan,nan,nan,0.0,32.0,29.0,32.0,0.0,100.0,2147483647.0
4,2022-04-25 11:45:27,36.81216,-121.7820717,12.4,24.96,353.558,nan,nan,nan,0.0,30.0,31.0,31.0,0.0,100.0,2147483647.0
4,2022-04-25 11:45:27,36.81216,-121.7820717,13.0,250.22,333.435,nan,nan,nan,0.0,29.0,47.0,31.0,0.0,100.0,2147483647.0
4,2022-04-25 11:45:27,36.81216,-121.7820717,13.6,246.40,326.555,nan,nan,nan,0.0,29.0,46.0,31.0,0.0,100.0,2147483647.0
5,2022-04-25 11:45:32,36.8121483,-121.7820667,1.0,57.31,221.534,-38.0,-42.9,-1.6,0.0,162.0,162.0,164.0,0.0,100.0,-0.55
5,2022-04-25 11:45:32,36.8121483,-121.7820667,1.6,65.43,235.460,-53.9,-37.1,-5.9,0.0,156.0,152.0,158.0,0.0,100.0,-0.69
5,2022-04-25 11:45:32,36.8121483,-121.7820667,2.2,67.41,226.383,-48.8,-46.5,-1.4,0.0,146.0,147.0,146.0,0.0,100.0,-0.67
5,2022-04-25 11:45:32,36.8121483,-121.7820667,2.8,55.23,217.866,-33.9,-43.6,-1.1,0.0,137.0,140.0,144.0,0.0,100.0,-0.51
5,2022-04-25 11:45:32,36.8121483,-121.7820667,3.4,42.98,216.390,-25.5,-34.6,-1.5,0.0,131.0,133.0,137.0,0.0,100.0,-0.39
5,2022-04-25 11:45:32,36.8121483,-121.7820667,4.0,46.18,220.346,nan,nan,nan,0.0,125.0,159.0,131.0,0.0,100.0,2147483647.0
5,2022-04-25 11:45:32,36.8121483,-121.7820667,4.6,11.32,223.568,nan,nan,nan,0.0,170.0,221.0,198.0,0.0,100.0,2147483647.0
5,2022-04-25 11:45:32,36.8121483,-121.7820667,5.2,3.28,211.264,nan,nan,nan,0.0,203.0,86.0,167.0,0.0,100.0,2147483647.0
5,2022-04-25 11:45:32,36.8121483,-121.7820667,5.8,18.10,259.497,nan,nan,nan,0.0,55.0,64.0,64.0,0.0,100.0,2147483647.0
5,2022-04-25 11:45:32,36.8121483,-121.7820667,6.4,22.08,262.714,nan,nan,nan,0.0,42.0,45.0,46.0,0.0,100.0,2147483647.0
5,2022-04-25 11:45:32,36.8121483,-121.7820667,7.0,28.43,267.580,nan,nan,nan,0.0,39.0,39.0,40.0,0.0,100.0,2147483647.0
5,2022-04-25 11:45:32,36.8121483,-121.7820667,7.6,8.27,45.490,nan,nan,nan,0.0,34.0,35.0,34.0,0.0,100.0,2147483647.0
5,2022-04-25 11:45:32,36.8121483,-121.7820667,8.2,58.28,327.401,nan,nan,nan,0.0,33.0,34.0,33.0,0.0,100.0,2147483647.0
5,2022-04-25 11:45:32,36.8121483,-121.7820667,8.8,159.62,310.706,nan,nan,nan,0.0,31.0,77.0,34.0,0.0,100.0,2147483647.0
5,2022-04-25 11:45:32,36.8121483,-121.7820667,9.4,17.76,307.451,nan,nan,nan,0.0,59.0,87.0,69.0,0.0,100.0,2147483647.0
5,2022-04-25 11:45:32,36.8121483,-121.7820667,10.0,10.64,4.853,nan,nan,nan,0.0,79.0,53.0,71.0,0.0,100.0,2147483647.0
5,2022-04-25 11:45:32,36.8121483,-121.7820667,10.6,15.99,257.355,nan,nan,nan,0.0,48.0,40.0,46.0,0.0,100.0,2147483647.0
5,2022-04-25 11:45:32,36.8121483,-121.7820667,11.2,73.91,173.942,nan,nan,nan,0.0,34.0,32.0,35.0,0.0,100.0,2147483647.0
5,2022-04-25 11:45:32,36.8121483,-121.7820667,11.8,93.30,180.553,nan,nan,nan,0.0,31.0,30.0,32.0,0.0,100.0,2147483647.0
5,2022-04-25 11:45:32,36.8121483,-121.7820667,12.4,32.17,163.198,nan,nan,nan,0.0,30.0,30.0,31.0,0.0,100.0,2147483647.0
5,2022-04-25 11:45:32,36.8121483,-121.7820667,13.0,25.02,260.801,nan,nan,nan,0.0,30.0,30.0,31.0,0.0,100.0,2147483647.0
5,2022-04-25 11:45:32,36.8121483,-121.7820667,13.6,249.12,328.275,nan,nan,nan,0.0,30.0,38.0,30.0,0.0,100.0,2147483647.0
6,2022-04-25 11:45:37,36.8121333,-121.7820667,1.0,71.31,235.686,-58.9,-40.2,3.4,0.0,156.0,165.0,164.0,0.0,100.0,-0.62
6,2022-04-25 11:45:37,36.8121333,-121.7820667,1.6,56.98,222.510,-38.5,-42.0,1.4,0.0,152.0,155.0,161.0,0.0,100.0,-0.43
6,2022-04-25 11:45:37,36.8121333,-121.7820667,2.2,59.41,239.334,-51.1,-30.3,2.1,0.0,140.0,147.0,149.0,0.0,100.0,-0.53
6,2022-04-25 11:45:37,36.8121333,-121.7820667,2.8,61.81,238.496,-52.7,-32.3,-0.2,0.0,133.0,136.0,140.0,0.0,100.0,-0.55
6,2022-04-25 11:45:37,36.8121333,-121.7820667,3.4,52.85,231.916,-41.6,-32.6,-1.9,0.0,128.0,132.0,135.0,0.0,100.0,-0.44
6,2022-04-25 11:45:37,36.8121333,-121.7820667,4.0,54.58,213.341,nan,nan,nan,0.0,125.0,128.0,129.0,0.0,100.0,2147483647.0
6,2022-04-25 11:45:37,36.8121333,-121.7820667,4.6,30.70,229.095,nan,nan,nan,0.0,150.0,206.0,169.0,0.0,100.0,2147483647.0
6,2022-04-25 11:45:37,36.8121333,-121.7820667,5.2,5.59,206.565,nan,nan,nan,0.0,212.0,136.0,217.0,0.0,100.0,2147483647.0
6,2022-04-25 11:45:37,36.8121333,-121.7820667,5.8,13.53,349.354,nan,nan,nan,0.0,88.0,52.0,71.0,0.0,100.0,2147483647.0
6,2022-04-25 11:45:37,36.8121333,-121.7820667,6.4,18.62,232.638,nan,nan,nan,0.0,47.0,46.0,58.0,0.0,100.0,2147483647.0
6,2022-04-25 11:45:37,36.8121333,-121.7820667,7.0,53.70,252.105,nan,nan,nan,0.0,37.0,39.0,46.0,0.0,100.0,2147483647.0
6,2022-04-25 11:45:37,36.8121333,-121.7820667,7.6,70.53,248.893,nan,nan,nan,0.0,34.0,35.0,39.0,0.0,100.0,2147483647.0
6,2022-04-25 11:45:37,36.8121333,-121.7820667,8.2,113.05,245.657,nan,nan,nan,0.0,32.0,33.0,35.0,0.0,100.0,2147483647.0
6,2022-04-25 11:45:37,36.8121333,-121.7820667,8.8,56.76,265.756,nan,nan,nan,0.0,32.0,37.0,35.0,0.0,100.0,2147483647.0
6,2022-04-25 11:45:37,36.8121333,-121.7820667,9.4,74.02,300.619,nan,nan,nan,0.0,42.0,88.0,48.0,0.0,100.0,2147483647.0
6,2022-04-25 11:45:37,36.8121333,-121.7820667,10.0,27.76,6.203,nan,nan,nan,0.0,81.0,72.0,81.0,0.0,100.0,2147483647.0
6,2022-04-25 11:45:37,36.8121333,-121.7820667,10.6,17.33,315.702,nan,nan,nan,0.0,64.0,45.0,72.0,0.0,100.0,2147483647.0
6,2022-04-25 11:45:37,36.8121333,-121.7820667,11.2,21.56,242.365,nan,nan,nan,0.0,39.0,35.0,42.0,0.0,100.0,2147483647.0
6,2022-04-25 11:45:37,36.8121333,-121.7820667,11.8,53.77,234.004,nan,nan,nan,0.0,32.0,31.0,34.0,0.0,100.0,2147483647.0
6,2022-04-25 11:45:37,36.8121333,-121.7820667,12.4,86.32,218.131,nan,nan,nan,0.0,30.0,30.0,32.0,0.0,100.0,2147483647.0
6,2022-04-25 11:45:37,36.8121333,-121.7820667,13.0,57.48,205.228,nan,nan,nan,0.0,30.0,29.0,31.0,0.0,100.0,2147483647.0
6,2022-04-25 11:45:37,36.8121333,-121.7820667,13.6,45.56,260.269,nan,nan,nan,0.0,30.0,30.0,31.0,0.0,100.0,2147483647.0
7,2022-04-25 11:45:42,36.812116700000004,-121.7820667,1.0,69.96,221.001,-45.9,-52.8,0.0,0.0,158.0,157.0,155.0,0.0,100.0,-0.6
7,2022-04-25 11:45:42,36.812116700000004,-121.7820667,1.6,56.63,222.423,-38.2,-41.8,-0.4,0.0,151.0,154.0,152.0,0.0,100.0,-0.5
7,2022-04-25 11:45:42,36.812116700000004,-121.7820667,2.2,50.42,213.186,-27.6,-42.2,-1.9,0.0,142.0,144.0,143.0,0.0,100.0,-0.4
7,2022-04-25 11:45:42,36.812116700000004,-121.7820667,2.8,61.24,238.828,-52.4,-31.7,0.0,0.0,136.0,135.0,140.0,0.0,100.0,-0.6
7,2022-04-25 11:45:42,36.812116700000004,-121.7820667,3.4,56.90,207.646,-26.4,-50.4,-1.6,0.0,136.0,132.0,136.0,0.0,100.0,-0.41
7,2022-04-25 11:45:42,36.812116700000004,-121.7820667,4.0,37.82,208.937,nan,nan,nan,0.0,130.0,130.0,130.0,0.0,100.0,2147483647.0
7,2022-04-25 11:45:42,36.812116700000004,-121.7820667,4.6,35.64,231.265,nan,nan,nan,0.0,141.0,201.0,156.0,0.0,100.0,2147483647.0
7,2022-04-25 11:45:42,36.812116700000004,-121.7820667,5.2,1.32,8.746,nan,nan,nan,0.0,210.0,162.0,220.0,0.0,100.0,2147483647.0
7,2022-04-25 11:45:42,36.812116700000004,-121.7820667,5.8,15.15,94.544,nan,nan,nan,0.0,104.0,54.0,82.0,0.0,100.0,2147483647.0
7,2022-04-25 11:45:42,36.812116700000004,-121.7820667,6.4,13.60,243.812,nan,nan,nan,0.0,49.0,46.0,56.0,0.0,100.0,2147483647.0
7,2022-04-25 11:45:42,36.812116700000004,-121.7820667,7.0,11.09,206.796,nan,nan,nan,0.0,40.0,40.0,45.0,0.0,100.0,2147483647.0
7,2022-04-25 11:45:42,36.812116700000004,-121.7820667,7.6,51.79,237.138,nan,nan,nan,0.0,34.0,37.0,41.0,0.0,100.0,2147483647.0
7,2022-04-25 11:45:42,36.812116700000004,-121.7820667,8.2,24.18,225.670,nan,nan,nan,0.0,33.0,34.0,35.0,0.0,100.0,2147483647.0
7,2022-04-25 11:45:42,36.812116700000004,-121.7820667,8.8,53.70,213.453,nan,nan,nan,0.0,31.0,35.0,35.0,0.0,100.0,2147483647.0
