%,ADP,Data,File:,ELK2205021438.adp,,,,,,,,,,,,,,,,,,
%,Start,Date,+,Time:,2/5/2022,14:38:29,,,,,,,,,,,,,,,,
%,All,Track,Calculations,use:,Bottom,Track,data,,,,,,,,,,,,,,,
%,All,Flow,Velocities,Relative,to:,Bottom,Track,,,,,,,,,,,,,,,
%,Metric,Units,,,,,,,,,,,,,,,,,,,,
Profile,Date,Time,Distance(m),DMG(m),DistEast(m),DistNorth(m),Latitude(deg),Longitude(deg),Depth_1(m),Depth_2(m),Depth_3(m),AvDepth(m),EsDepth(m),uVess(m/s),DirVess(deg),uFlow(m/s),DirFlow(deg),StdDev(m/s),DQI,#_Valid_Cells,Q(m^3/s),Q_Cumul(m^3/s)
23,2022-05-02,14:40:19,45.7,42.7,42.3,6.3,36.81205833,-121.7815783,4.8,5.19,5,5,0,0.57,93.4,0.3,166.1,0.01,0.6,12,-4.04,-72.8
24,2022-05-02,14:40:24,48.5,45.5,45.1,6.2,36.81203667,-121.7815633,4.64,5.12,4.87,4.88,0,0.56,93,0.23,186.2,0.01,0.6,12,-3.09,-75.9
25,2022-05-02,14:40:29,51.4,48.4,48,6.2,36.81201833,-121.7815517,4.37,4.85,4.66,4.63,0,0.59,90.8,0.28,187,0.01,0.4,11,-3.73,-79.6
26,2022-05-02,14:40:34,54.4,51.4,51,6,36.81199333,-121.7815333,3.92,4.61,4.32,4.28,0,0.6,92.8,0.22,176.6,0.01,0.6,9,-2.79,-82.4
27,2022-05-02,14:40:39,57,53.7,53.5,5.3,36.81197667,-121.7815217,3.76,4.24,3.89,3.96,0,0.51,105.9,0.35,179.4,0.01,0.5,9,-3.39,-85.8
28,2022-05-02,14:40:44,59.9,56.7,56.4,5.6,36.811955,-121.7815067,3.59,3.95,3.66,3.73,0,0.58,85.2,0.12,160.9,0.01,0.6,8,-1.29,-87.1
29,2022-05-02,14:40:49,62.1,58.8,58.6,5.3,36.81193833,-121.7814967,3.07,3.84,3.66,3.52,0,0.45,96,0.19,167.3,0.01,0.8,7,-1.43,-88.5
30,2022-05-02,14:40:54,64.4,61.1,60.9,5.3,36.81191667,-121.781495,2.94,3.36,3.12,3.14,0,0.46,91.4,0.14,179.9,0.01,0.6,6,-1,-89.5
31,2022-05-02,14:40:59,66.7,63.4,63.1,5.6,36.81187833,-121.7814933,2.45,2.98,3.44,2.96,0,0.46,81.7,0.21,203.5,0.02,1.4,5,-1.21,-90.7
32,2022-05-02,14:41:04,69.1,65.8,65.5,5.4,36.81185667,-121.7814767,2.97,2.93,2.58,2.83,0,0.48,94.9,0.24,172.6,0.02,0.9,5,-1.58,-92.3
33,2022-05-02,14:41:09,70.2,66.7,66.4,6,36.81184,-121.7814533,3.1,3.07,3.01,3.06,0,0.22,54,0.14,243.2,0.02,1,7,0.07,-92.2
34,2022-05-02,14:41:14,72.7,67.9,67.3,8.4,36.81182167,-121.7814417,2.96,3,3.19,3.05,0,0.51,21.4,0.39,297.5,0.02,1.2,7,2.97,-89.2
35,2022-05-02,14:41:19,74.9,69.6,69.2,7.3,36.81180667,-121.7814233,2.75,2.83,2.81,2.8,0,0.44,120.2,0.28,178,0.02,1.2,6,-1.44,-90.7
36,2022-05-02,14:41:24,76.8,71.4,71,7.7,36.811795,-121.7813917,2.81,2.79,2.7,2.77,0,0.37,77.1,0.18,356.3,0.01,0.7,6,0.9,-89.8
37,2022-05-02,14:41:29,78.5,73.1,72.8,7.3,36.81179333,-121.78137,2.64,2.9,2.82,2.79,0,0.36,102.4,0.07,301.8,0.02,1.2,6,0.11,-89.7
38,2022-05-02,14:41:34,81.1,75.6,75.3,6.9,36.81179333,-121.7813567,2.54,2.59,2.67,2.6,0,0.51,99.3,0.08,119.1,0.02,1.1,5,-0.17,-89.8
39,2022-05-02,14:41:39,83.4,77.8,77.5,6.6,36.81179333,-121.7813333,2.82,2.97,2.74,2.84,0,0.45,98.3,0.07,66.3,0.02,1.3,6,0.25,-89.6
40,2022-05-02,14:41:44,84.7,79.1,78.8,6.5,36.81179333,-121.7813183,2.66,2.79,2.41,2.62,0,0.26,92,0.15,299.4,0.02,1.2,5,0.23,-89.4
41,2022-05-02,14:41:49,87.3,81.7,81.4,6.8,36.81179667,-121.7812933,2.66,2.7,2.78,2.71,0,0.52,85.2,0.12,354.2,0.02,1,6,0.81,-88.5
42,2022-05-02,14:41:54,92,86.3,86.1,5.8,36.81180333,-121.7812733,2.68,2.59,2.03,2.43,0,0.95,101.3,0.28,119.8,0.02,1.4,4,-1.04,-89.6
43,2022-05-02,14:41:59,93.8,87.9,87.7,6.6,36.81180167,-121.781255,2.8,2.68,2.44,2.64,0,0.35,65.4,0.15,269,0.03,1.4,5,0.28,-89.3
44,2022-05-02,14:42:04,96.2,90.3,90,7.3,36.81179667,-121.7812283,2.61,2.81,2.85,2.76,0,0.49,72.5,0.1,195.6,0.02,1.2,5,-0.55,-89.9
45,2022-05-02,14:42:09,97.7,91.8,91.4,7.8,36.811795,-121.7812067,2.61,2.81,2.7,2.71,0,0.3,71,0.18,252,0.03,1.6,5,0.01,-89.9
46,2022-05-02,14:42:14,100.2,94.1,93.7,8.7,36.81178333,-121.7811817,2.73,2.73,2.59,2.68,0,0.49,68.8,0.1,247.6,0.04,2.4,5,-0.01,-89.9
47,2022-05-02,14:42:19,103.6,97.4,96.8,10.2,36.81176833,-121.7811633,2.78,2.84,2.33,2.65,0,0.69,64.4,0.13,88.4,0.02,1.2,5,-0.49,-90.3
48,2022-05-02,14:42:24,106.2,99.6,98.9,11.6,36.81175833,-121.7811517,2.56,2.56,2.63,2.58,0,0.51,55.1,0.14,57.5,0.02,1.1,5,-0.04,-90.4
49,2022-05-02,14:42:29,108.3,101.7,101,12.2,36.81174167,-121.7811317,2.76,2.58,2.52,2.62,0,0.43,74,0.22,156.8,0.02,1.4,5,-1.2,-91.6
50,2022-05-02,14:42:34,111.3,104.6,103.9,12,36.81173167,-121.78112,2.59,2.71,2.77,2.69,0,0.59,93.9,0.46,133.6,0.02,1,5,-2.35,-93.9
51,2022-05-02,14:42:39,113.3,106.6,105.8,12.6,36.81171333,-121.781105,2.76,2.65,2.4,2.6,0,0.4,72.8,0.26,135.4,0.03,1.8,5,-1.17,-95.1
52,2022-05-02,14:42:44,115.7,108.9,108.2,12.2,36.811695,-121.7810933,2.84,2.9,1.8,2.51,0,0.48,99.2,0.31,142.1,0.05,3.2,3,-1.26,-96.4
53,2022-05-02,14:42:49,0,111.2,110.6,11.8,36.81168167,-121.781085,2.84,2.9,1.8,2.51,0,0,0,0.35,155.5,0.04,100,3,-1.75,-98.1
54,2022-05-02,14:42:54,119.9,112.6,111.8,13.2,36.81166333,-121.78107,3.06,2.9,2.36,2.77,0,0.37,40.9,0.03,288.7,0.03,1.9,5,0.14,-98
55,2022-05-02,14:42:59,122.4,115.1,114.3,13.8,36.81164333,-121.78106,2.86,3.01,2.72,2.86,0,0.51,77.5,0.25,164.7,0.02,1.1,6,-1.78,-99.8
56,2022-05-02,14:43:04,125.6,117.9,116.9,15.5,36.81163,-121.78105,3.07,3.14,2.34,2.85,0,0.64,56.4,0.32,84.3,0.03,1.3,5,-1.36,-101.1
57,2022-05-02,14:43:09,126.8,118.2,117,16.7,36.81161333,-121.781035,3.27,3.11,2.96,3.11,0,0.23,3.8,0.25,208.4,0.02,0.9,7,0.37,-100.8
58,2022-05-02,14:43:14,127.6,119,117.8,17,36.81160667,-121.7810233,3.03,3.43,2.71,3.06,0,0.17,69.8,0.22,174.6,0.02,1,6,-0.55,-101.3
59,2022-05-02,14:43:19,129.1,119.6,118.2,18.4,36.811595,-121.781005,3.21,3.2,3.11,3.17,0,0.3,16,0.08,172.8,0.02,1,7,-0.14,-101.4
60,2022-05-02,14:43:24,131,118.7,117,19.9,36.81158833,-121.7809917,2.89,3.17,3.27,3.11,0,0.38,320.2,0.26,224.3,0.01,0.9,6,1.53,-99.9
61,2022-05-02,14:43:29,132.2,119.7,117.9,20.7,36.81158333,-121.7809733,2.82,3.43,3.46,3.24,0,0.24,47.6,0.32,139.8,0.02,1,6,-1.22,-101.1
62,2022-05-02,14:43:34,134.1,119.6,117.5,22.5,36.811575,-121.780955,3.33,3.38,2.91,3.21,0,0.38,347.1,0.17,208.1,0.01,0.8,6,0.67,-100.5
63,2022-05-02,14:43:39,136.7,122,119.6,24,36.81156333,-121.7809433,3.48,3.61,3.25,3.45,0,0.53,54.3,0.24,111.4,0.01,0.6,7,-1.87,-102.3
64,2022-05-02,14:43:44,139.2,123.9,121.2,25.9,36.81154167,-121.7809317,3.4,3.6,3.57,3.52,0,0.49,40.7,0.17,129.4,0.02,0.9,8,-1.43,-103.8
65,2022-05-02,14:43:49,141.3,124.8,121.6,28,36.81152333,-121.7809183,3.51,3.71,3.66,3.63,0,0.43,11,0.16,217.2,0.01,0.8,8,0.54,-103.2
66,2022-05-02,14:43:54,143.8,126.8,123.3,29.8,36.81150833,-121.7809117,3.69,3.85,3.57,3.7,0,0.5,42.6,0.16,107.7,0.01,0.7,8,-1.33,-104.6
67,2022-05-02,14:43:59,145.2,127.6,123.8,31.2,36.81148667,-121.7809033,3.56,3.88,3.74,3.73,0,0.28,19.6,0.29,204.8,0.01,0.8,8,0.14,-104.4
68,2022-05-02,14:44:04,146.8,128.9,124.7,32.3,36.811475,-121.7808967,3.63,3.93,3.7,3.75,0,0.31,39.9,0.14,158.4,0.01,0.7,9,-0.71,-105.1
69,2022-05-02,14:44:09,149.6,131.6,127.2,33.7,36.81145667,-121.78089,3.59,3.99,3.63,3.74,0,0.56,61.7,0.27,103,0.02,1.2,8,-1.89,-107
70,2022-05-02,14:44:14,151.7,133,128.1,35.6,36.81144,-121.7808867,3.55,3.87,3.8,3.74,0,0.43,25.6,0.04,21.8,0.02,1,8,0.02,-107
71,2022-05-02,14:44:19,153.5,134.6,129.6,36.6,36.81142833,-121.7808833,3.51,3.72,3.68,3.64,0,0.35,54.5,0.11,150.8,0.01,0.7,8,-0.71,-107.7
72,2022-05-02,14:44:24,155.9,137,131.8,37.6,36.811405,-121.7808833,3.25,3.7,3.64,3.53,0,0.48,66.4,0.17,132.9,0.02,0.9,7,-1.3,-109
73,2022-05-02,14:44:29,158.3,139.4,134,38.4,36.81138667,-121.780885,2.84,3.35,3.42,3.2,0,0.48,70.7,0.17,160,0.02,0.8,6,-1.29,-110.3
74,2022-05-02,14:44:34,161.5,142.4,136.6,40.2,36.81136833,-121.7808833,2.82,3.01,2.96,2.93,0,0.64,53.8,0.27,110,0.02,0.9,6,-2.07,-112.4
75,2022-05-02,14:44:39,164,145,139,41.2,36.81134667,-121.7808833,3.01,3.01,3.3,3.11,0,0.51,67.9,0.15,146.3,0.02,1.2,7,-1.19,-113.6
76,2022-05-02,14:44:44,164.7,145.5,139.6,40.9,36.81132833,-121.7808883,2.74,3.06,3.17,2.99,0,0.14,114,0.43,209.2,0.02,1,6,-0.9,-114.5
77,2022-05-02,14:44:49,167.9,148.5,142.3,42.7,36.81129833,-121.7808933,3.36,3.28,3.1,3.25,0,0.63,56.9,0.19,100.6,0.01,0.9,7,-1.38,-115.8
78,2022-05-02,14:44:54,169.8,150.4,144.1,43.1,36.81127833,-121.7808983,3.4,3.45,3.35,3.4,0,0.37,75.5,0.34,187.3,0.02,1,8,-2.01,-117.8
79,2022-05-02,14:44:59,171.6,152.2,145.8,43.8,36.81126333,-121.7809033,3.39,3.47,3.36,3.41,0,0.36,67.6,0.24,168.8,0.02,0.9,8,-1.48,-119.3
80,2022-05-02,14:45:04,173.8,154.3,148,43.7,36.81124,-121.7809083,3.25,3.46,3.46,3.39,0,0.44,93.8,0.44,144.8,0.02,1.2,7,-2.54,-121.9
81,2022-05-02,14:45:09,174.8,155.1,148.9,43.2,36.81122167,-121.7809067,2.98,3.43,3.29,3.23,0,0.21,116.1,0.42,190.4,0.02,1,7,-1.36,-123.2
82,2022-05-02,14:45:14,175.9,156.1,149.9,43.6,36.81121,-121.7809017,2.93,3.32,2.98,3.08,0,0.22,71.9,0.3,165.4,0.02,1.2,6,-1.01,-124.2
83,2022-05-02,14:45:19,177.7,157.8,151.7,43.5,36.81119,-121.7809017,3.11,3.31,2.99,3.14,0,0.35,93.5,0.42,165.8,0.02,1.2,7,-2.2,-126.4
84,2022-05-02,14:45:24,179.3,159.4,153.3,43.6,36.81117667,-121.7809033,3,3.06,3.12,3.06,0,0.33,84.6,0.36,193.4,0.02,0.8,7,-1.76,-128.2
85,2022-05-02,14:45:29,180.7,160.8,154.6,44.2,36.81115833,-121.7809083,3.33,3.04,3.2,3.19,0,0.27,65.8,0.21,189.7,0.02,1.2,7,-0.76,-128.9
86,2022-05-02,14:45:34,182.6,162.7,156.5,44.5,36.81114333,-121.78091,3.39,3.24,3.17,3.27,0,0.39,79.6,0.26,134,0.02,0.8,7,-1.33,-130.3
87,2022-05-02,14:45:39,184.3,164.4,158.1,45,36.81112167,-121.7809067,3.34,3.3,3.37,3.34,0,0.33,74.7,0.26,152.7,0.02,1,8,-1.44,-131.7
88,2022-05-02,14:45:44,185.9,165.9,159.4,45.8,36.81110333,-121.7809067,3.2,3.27,3.43,3.3,0,0.32,57.8,0.25,157.6,0.01,0.7,7,-1.3,-133
%-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,
%,,,,,,,,,,,,,,,,,,,,,,
%,Discharge,Summary,,,,,,,,,,,,,,,,,,,,
%,,,,,,,,,,,,,,,,,,,,,,
%,Top,Q,=,-20.337,(cms),,,,,,,,,,,,,,,,,
%,Measured,Q,=,-94.012,(cms),,,,,,,,,,,,,,,,,
%,Bottom,Q,=,-18.659,(cms),,,,,,,,,,,,,,,,,
%,Left,Q,=,0,(cms),,,,,,,,,,,,,,,,,
%,Right,Q,=,0,(cms),,,,,,,,,,,,,,,,,
%,Total,Q,=,-133,(cms),,,,,,,,,,,,,,,,,
%,,,,,,,,,,,,,,,,,,,,,,
%,MeasQ/EstQ,=,70.7,(%),,,,,,,,,,,,,,,,,,
%,,,,,,,,,,,,,,,,,,,,,,
%,TotalArea,=,611.54,(m2),,,,,,,,,,,,,,,,,,
%,MeanVel,=,-0.22,(m/s),,,,,,,,,,,,,,,,,,
