%,ADP,Data,File:,ELK2205021153.adp,,,,,,,,,,,,,,,,,,
%,Start,Date,+,Time:,2/5/2022,11:53:55,,,,,,,,,,,,,,,,
%,All,Track,Calculations,use:,Bottom,Track,data,,,,,,,,,,,,,,,
%,All,Flow,Velocities,Relative,to:,Bottom,Track,,,,,,,,,,,,,,,
%,Metric,Units,,,,,,,,,,,,,,,,,,,,
Profile,Date,Time,Distance(m),DMG(m),DistEast(m),DistNorth(m),Latitude(deg),Longitude(deg),Depth_1(m),Depth_2(m),Depth_3(m),AvDepth(m),EsDepth(m),uVess(m/s),DirVess(deg),uFlow(m/s),DirFlow(deg),StdDev(m/s),DQI,#_Valid_Cells,Q(m^3/s),Q_Cumul(m^3/s)
138,2022-05-02,13:05:20,175.6,86.6,65.6,-56.6,36.81201167,-121.78068,3.31,2.9,2.8,3,0,0.41,132.7,0.24,217.5,0.02,1.3,4,-1.43,-64.7
139,2022-05-02,13:05:25,177.5,88.5,67.1,-57.8,36.812025,-121.7806933,3.34,2.92,2.87,3.04,0,0.38,128.4,0.25,237.2,0.02,1.4,4,-1.33,-66.1
140,2022-05-02,13:05:30,179.5,90.4,68.9,-58.5,36.81203167,-121.7807067,3.31,3.12,3.04,3.16,0,0.4,112.8,0.25,245,0.02,1.2,5,-1.18,-67.2
141,2022-05-02,13:05:35,180.6,91.3,69.9,-58.6,36.81204,-121.7807233,3.19,3.06,2.93,3.06,0,0.21,94.7,0.25,259.8,0.02,1.2,5,-0.2,-67.4
142,2022-05-02,13:05:40,182.1,92.7,71.4,-59.2,36.812045,-121.7807383,3.1,2.78,2.88,2.92,0,0.31,110.8,0.31,250.2,0.02,1.2,4,-0.92,-68.4
143,2022-05-02,13:05:45,184.4,93.5,73.3,-58,36.81205,-121.78076,3.19,2.69,2.62,2.83,0,0.45,58.5,0.28,313.9,0.02,1.1,4,1.77,-66.6
144,2022-05-02,13:05:50,186.4,94.9,75.3,-57.7,36.81205167,-121.780775,3.23,2.79,2.75,2.92,0,0.39,82.6,0.17,228.8,0.02,1.2,4,-0.53,-67.1
145,2022-05-02,13:05:55,188.3,96.5,77.2,-57.9,36.81205667,-121.7807967,3.2,2.46,2.75,2.8,0,0.38,94.9,0.27,274.3,0.02,1.2,4,-0.01,-67.1
146,2022-05-02,13:06:00,190.5,98.2,79.4,-57.8,36.81206,-121.7808133,3.31,2.7,2.88,2.96,0,0.44,88.2,0.32,236.9,0.02,0.9,4,-1.08,-68.2
147,2022-05-02,13:06:05,193.6,101,82.4,-58.4,36.812065,-121.7808383,3.46,3.23,2.92,3.2,0,0.62,100.8,0.13,144.8,0.02,1.2,5,-0.87,-69.1
148,2022-05-02,13:06:10,195.2,102.6,83.9,-59.1,36.81207,-121.7808517,3.35,3.33,2.93,3.2,0,0.32,114.4,0.32,248.8,0.02,0.8,5,-1.17,-70.3
149,2022-05-02,13:06:15,196.2,103.6,84.9,-59.5,36.81207667,-121.7808733,3.4,3.25,2.67,3.11,0,0.21,112.8,0.44,238.1,0.02,1,4,-1.18,-71.4
150,2022-05-02,13:06:20,197.8,105.1,85.7,-60.8,36.81208333,-121.78089,3.62,2.88,3.1,3.2,0,0.31,148.1,0.5,235.6,0.02,1.1,4,-2.48,-73.9
151,2022-05-02,13:06:25,200.4,107.5,88.1,-61.6,36.81208833,-121.7809067,3.7,3.05,3.09,3.28,0,0.52,109.2,0.12,195,0.02,1,5,-1,-74.9
152,2022-05-02,13:06:30,201.8,108.7,88.6,-63,36.81209333,-121.7809167,3.76,3.39,3.33,3.49,0,0.29,159.9,0.46,225.5,0.02,1.1,5,-2.11,-77
153,2022-05-02,13:06:35,202.8,109.6,89.6,-63.1,36.81209833,-121.7809233,3.86,3.31,3.33,3.5,0,0.19,94.2,0.25,244.9,0.02,0.8,5,-0.42,-77.4
154,2022-05-02,13:06:40,203.9,110.7,90.5,-63.7,36.812105,-121.78093,4.03,3.24,3.73,3.67,0,0.23,123.3,0.27,236.7,0.02,1.1,5,-1.03,-78.5
155,2022-05-02,13:06:45,204.8,111.5,91.1,-64.3,36.81211,-121.7809367,4.2,3.52,3.78,3.83,0,0.17,136.9,0.32,231.9,0.01,0.6,6,-1.05,-79.5
156,2022-05-02,13:06:50,206.4,113.2,92.5,-65.2,36.81211667,-121.780945,4.24,3.66,3.75,3.88,0,0.34,121,0.14,246.1,0.02,0.9,6,-0.73,-80.3
157,2022-05-02,13:06:55,207.7,114.5,93.6,-66,36.81212,-121.78095,4.33,3.75,3.88,3.99,0,0.26,128.2,0.3,219.7,0.01,0.5,6,-1.59,-81.8
158,2022-05-02,13:07:00,208.4,115.1,94.1,-66.3,36.812125,-121.7809633,4.41,3.85,3.83,4.03,0,0.13,118.5,0.26,246.6,0.01,0.8,7,-0.53,-82.4
159,2022-05-02,13:07:05,209.2,115.9,94.9,-66.5,36.812125,-121.7809733,4.41,3.94,3.95,4.1,0,0.16,107,0.3,259.3,0.01,0.6,7,-0.46,-82.8
160,2022-05-02,13:07:10,210.4,117,96,-66.8,36.81212667,-121.7809867,4.35,3.9,3.94,4.06,0,0.23,102.7,0.19,257.1,0.01,0.6,7,-0.38,-83.2
161,2022-05-02,13:07:15,211.3,117.7,96.9,-66.7,36.81212833,-121.7809967,4.48,4.11,3.95,4.18,0,0.18,83,0.24,273,0.01,0.4,7,0.16,-83.1
162,2022-05-02,13:07:20,212.4,118.7,98,-67,36.81213,-121.7810083,4.47,4.12,3.95,4.18,0,0.23,104.9,0.29,262.7,0.01,0.7,7,-0.51,-83.6
163,2022-05-02,13:07:25,214.4,120.7,99.7,-68.1,36.81213333,-121.78102,4.59,4.11,3.97,4.22,0,0.4,124.7,0.37,208.6,0.01,0.7,7,-3.11,-86.7
164,2022-05-02,13:07:30,215.8,122.1,100.9,-68.7,36.81213833,-121.7810333,4.65,4.1,4.06,4.27,0,0.27,115.5,0.29,234,0.01,0.7,7,-1.49,-88.2
165,2022-05-02,13:07:35,218.9,125.2,103.3,-70.9,36.81214667,-121.7810483,4.73,4.25,4.07,4.35,0,0.64,132.3,0.44,182.9,0.01,0.7,7,-4.72,-92.9
166,2022-05-02,13:07:40,220.2,126.4,104.4,-71.3,36.81215333,-121.7810583,4.94,4.25,4.1,4.43,0,0.24,113.5,0.32,249.2,0.01,0.6,7,-1.19,-94.1
167,2022-05-02,13:07:45,221.6,127.8,105.6,-72.1,36.812165,-121.7810733,5.02,4.34,4.22,4.53,0,0.28,123.1,0.33,247.7,0.01,0.7,7,-1.7,-95.8
168,2022-05-02,13:07:50,222.8,129,106.6,-72.8,36.81217,-121.781085,5.08,4.42,4.32,4.61,0,0.24,123.8,0.35,251.2,0.01,0.5,8,-1.55,-97.3
169,2022-05-02,13:07:55,224.1,130.4,107.7,-73.5,36.812175,-121.7811033,5.1,4.67,4.36,4.71,0,0.27,121.4,0.32,246.1,0.01,0.4,8,-1.68,-99
170,2022-05-02,13:08:00,225.3,131.5,108.6,-74.2,36.81218,-121.7811133,5.17,4.74,4.38,4.76,0,0.23,127.4,0.33,242.6,0.01,0.4,8,-1.63,-100.6
171,2022-05-02,13:08:05,226.2,132.4,109.2,-74.9,36.812185,-121.7811283,5.25,4.8,4.42,4.82,0,0.18,140.5,0.35,250.1,0.01,0.7,8,-1.48,-102.1
172,2022-05-02,13:08:10,227.5,133.7,110.3,-75.5,36.81218833,-121.78114,5.36,4.82,4.44,4.87,0,0.26,119.5,0.32,252.3,0.01,0.4,8,-1.49,-103.6
173,2022-05-02,13:08:15,228.9,135.1,111.5,-76.2,36.81219667,-121.781155,5.58,4.9,4.48,4.99,0,0.27,121.4,0.33,237.7,0.01,0.6,8,-2.02,-105.6
174,2022-05-02,13:08:20,230.2,136.4,112.6,-77,36.81220333,-121.7811633,5.64,4.95,4.54,5.04,0,0.26,124.2,0.33,242.3,0.01,0.5,8,-1.92,-107.5
175,2022-05-02,13:08:25,231.5,137.7,113.8,-77.5,36.81221,-121.7811783,5.69,5.03,4.66,5.13,0,0.27,114,0.29,246.4,0.01,0.6,8,-1.49,-109
176,2022-05-02,13:08:30,233.1,139.3,115.3,-78.1,36.812215,-121.7811917,5.79,5.22,4.83,5.28,0,0.32,111.5,0.28,237.5,0.01,0.4,9,-1.92,-111
177,2022-05-02,13:08:35,234.7,140.8,116.8,-78.7,36.81222167,-121.7812083,5.84,5.33,4.98,5.38,0,0.31,113.2,0.3,233.1,0.01,0.5,9,-2.24,-113.2
178,2022-05-02,13:08:40,236.2,142.2,118.1,-79.2,36.81222667,-121.781225,5.91,5.41,5.12,5.48,0,0.29,108.5,0.29,251,0.01,0.5,10,-1.41,-114.6
179,2022-05-02,13:08:45,237.7,143.7,119.6,-79.7,36.81223333,-121.7812383,5.94,5.47,5.18,5.53,0,0.31,108.6,0.26,249.9,0.01,0.3,10,-1.39,-116
180,2022-05-02,13:08:50,239.3,145.3,121.1,-80.3,36.81223833,-121.7812567,6.04,5.59,5.25,5.63,0,0.33,111.8,0.37,243.1,0.01,0.5,10,-2.57,-118.6
181,2022-05-02,13:08:55,241,147,122.6,-81,36.81224333,-121.7812683,6.15,5.62,5.22,5.66,0,0.33,114.8,0.29,242.6,0.01,0.4,10,-2.14,-120.7
182,2022-05-02,13:09:00,242.6,148.6,124.1,-81.7,36.81225167,-121.781285,6.3,5.69,5.21,5.73,0,0.33,115.3,0.29,248,0.01,0.5,10,-2.03,-122.7
183,2022-05-02,13:09:05,244.4,150.3,125.6,-82.6,36.81225833,-121.7812967,6.42,5.78,5.29,5.83,0,0.35,119.6,0.34,240.5,0.01,0.4,10,-3.02,-125.8
184,2022-05-02,13:09:10,246.5,152.4,127.4,-83.6,36.81227,-121.78132,6.42,5.93,5.45,5.93,0,0.42,119.7,0.29,231.8,0.01,0.4,10,-3.35,-129.1
185,2022-05-02,13:09:15,248.4,154.4,129.1,-84.6,36.81228,-121.781335,6.48,6.01,5.53,6.01,0,0.4,121.1,0.32,238.6,0.01,0.4,10,-3.43,-132.5
186,2022-05-02,13:09:20,250.6,156.5,130.9,-85.8,36.81229333,-121.7813567,6.48,6.04,5.58,6.03,0,0.42,123.4,0.32,236.4,0.01,0.4,11,-3.72,-136.3
187,2022-05-02,13:09:25,252.6,158.5,132.6,-86.9,36.81230667,-121.7813733,6.49,6.04,5.59,6.04,0,0.4,124,0.29,233.4,0.01,0.4,11,-3.32,-139.6
188,2022-05-02,13:09:30,254.4,160.4,134,-88,36.81231833,-121.78139,6.42,6.09,5.66,6.06,0,0.37,128.6,0.24,226.8,0.01,0.4,11,-2.65,-142.2
189,2022-05-02,13:09:35,256.2,162.1,135.6,-88.9,36.81232667,-121.7814067,6.48,6.14,5.61,6.08,0,0.36,120,0.21,251,0.01,0.3,11,-1.72,-144
190,2022-05-02,13:09:40,258.1,164,137.3,-89.8,36.812335,-121.7814267,6.44,6.16,5.55,6.05,0,0.38,115,0.28,255.1,0.01,0.5,10,-2.08,-146
191,2022-05-02,13:09:45,259.8,165.7,138.8,-90.5,36.81234,-121.7814467,6.39,6.14,5.55,6.03,0,0.34,115.6,0.28,250,0.01,0.4,10,-2.04,-148.1
192,2022-05-02,13:09:50,261.6,167.5,140.5,-91.2,36.81234167,-121.7814617,6.26,6.16,5.48,5.97,0,0.36,112.1,0.23,249.5,0.01,0.4,10,-1.7,-149.8
193,2022-05-02,13:09:55,263.1,168.9,141.9,-91.7,36.812345,-121.7814817,6.17,6.13,5.41,5.9,0,0.29,110.8,0.33,255.2,0.01,0.4,10,-1.63,-151.4
194,2022-05-02,13:10:00,264.6,170.3,143.3,-92.1,36.812345,-121.7814933,6.11,6.1,5.38,5.86,0,0.3,106.5,0.23,250.5,0.01,0.3,10,-1.19,-152.6
195,2022-05-02,13:10:05,266,171.7,144.7,-92.3,36.81234333,-121.7815117,5.93,6.06,5.37,5.79,0,0.29,98.2,0.2,275.1,0.01,0.5,10,-0.09,-152.7
196,2022-05-02,13:10:10,267.5,173,146.2,-92.5,36.81234167,-121.781525,5.85,5.88,5.37,5.7,0,0.3,97.5,0.22,246.7,0.01,0.4,10,-0.98,-153.7
197,2022-05-02,13:10:15,269.1,174.5,147.8,-92.7,36.81234333,-121.781545,5.79,5.78,5.29,5.62,0,0.33,97.9,0.23,249.9,0.01,0.5,10,-1.01,-154.7
198,2022-05-02,13:10:20,270.7,175.9,149.3,-93.1,36.81234667,-121.78156,5.67,5.67,5.23,5.52,0,0.3,103.3,0.24,247.4,0.01,0.3,10,-1.17,-155.8
199,2022-05-02,13:10:25,272.5,177.7,151,-93.6,36.81235167,-121.7815833,5.61,5.58,5.17,5.45,0,0.36,107.5,0.21,240.3,0.01,0.4,10,-1.51,-157.3
200,2022-05-02,13:10:30,274.5,179.6,153,-94.2,36.81235667,-121.7816,5.45,5.46,5.13,5.35,0,0.4,106,0.29,240.7,0.01,0.5,10,-2.18,-159.5
201,2022-05-02,13:10:35,276.4,181.5,154.7,-94.9,36.812365,-121.78162,5.23,5.36,4.9,5.16,0,0.38,112.3,0.31,231.3,0.01,0.4,9,-2.65,-162.2
202,2022-05-02,13:10:40,278.3,183.4,156.5,-95.6,36.81237333,-121.781645,5.08,5.26,4.64,4.99,0,0.37,111.8,0.32,241.2,0.01,0.5,8,-2.32,-164.5
203,2022-05-02,13:10:45,280,185.1,158.2,-96.1,36.81237667,-121.78166,4.89,5.1,4.41,4.8,0,0.36,108,0.31,248.8,0.01,0.5,8,-1.66,-166.2
204,2022-05-02,13:10:50,281.7,186.7,159.4,-97.3,36.81237833,-121.781685,4.83,4.95,3.99,4.59,0,0.34,134,0.43,243.9,0.01,0.6,7,-3.09,-169.2
205,2022-05-02,13:10:55,282.7,187.7,160.2,-97.9,36.81238,-121.781695,4.74,4.83,3.83,4.47,0,0.2,123.8,0.31,234.4,0.01,0.5,7,-1.29,-170.5
206,2022-05-02,13:11:00,283.9,188.8,161.3,-98.2,36.81238,-121.78171,4.65,4.75,3.73,4.38,0,0.23,104.9,0.27,251.7,0.02,1,6,-0.76,-171.3
207,2022-05-02,13:11:05,284.2,189.1,161.6,-98.2,36.81238,-121.7817133,4.62,4.77,3.74,4.38,0,0.05,98.4,0.3,250.5,0.01,0.6,6,-0.17,-171.5
208,2022-05-02,13:11:10,284.3,188.9,161.4,-98.2,36.81238167,-121.7817117,4.7,4.78,3.54,4.34,0,0.03,292.5,0.21,244.4,0.01,0.8,6,0.11,-171.4
%-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,
%,,,,,,,,,,,,,,,,,,,,,,
%,Discharge,Summary,,,,,,,,,,,,,,,,,,,,
%,,,,,,,,,,,,,,,,,,,,,,
%,Top,Q,=,-29.867,(cms),,,,,,,,,,,,,,,,,
%,Measured,Q,=,-110.58,(cms),,,,,,,,,,,,,,,,,
%,Bottom,Q,=,-30.904,(cms),,,,,,,,,,,,,,,,,
%,Left,Q,=,0,(cms),,,,,,,,,,,,,,,,,
%,Right,Q,=,0,(cms),,,,,,,,,,,,,,,,,
%,Total,Q,=,-171.35,(cms),,,,,,,,,,,,,,,,,
%,,,,,,,,,,,,,,,,,,,,,,
%,MeasQ/EstQ,=,64.5,(%),,,,,,,,,,,,,,,,,,
%,,,,,,,,,,,,,,,,,,,,,,
%,TotalArea,=,750.41,(m2),,,,,,,,,,,,,,,,,,
%,MeanVel,=,-0.23,(m/s),,,,,,,,,,,,,,,,,,
