%,ADP,Data,File:,ELK2205021153.adp,,,,,,,,,,,,,,,,,,
%,Start,Date,+,Time:,2/5/2022,11:53:55,,,,,,,,,,,,,,,,
%,All,Track,Calculations,use:,Bottom,Track,data,,,,,,,,,,,,,,,
%,All,Flow,Velocities,Relative,to:,Bottom,Track,,,,,,,,,,,,,,,
%,Metric,Units,,,,,,,,,,,,,,,,,,,,
Profile,Date,Time,Distance(m),DMG(m),DistEast(m),DistNorth(m),Latitude(deg),Longitude(deg),Depth_1(m),Depth_2(m),Depth_3(m),AvDepth(m),EsDepth(m),uVess(m/s),DirVess(deg),uFlow(m/s),DirFlow(deg),StdDev(m/s),DQI,#_Valid_Cells,Q(m^3/s),Q_Cumul(m^3/s)
54,2022-05-02,12:58:20,66.3,15.8,14.1,-7.1,36.81142333,-121.7804283,3.87,3.51,3.08,3.49,0,0.1,191.3,0.4,259.2,0.02,1.1,5,-0.63,-24.1
55,2022-05-02,12:58:25,66.7,16.1,14.3,-7.4,36.81142667,-121.78043,3.8,3.43,3.1,3.44,0,0.07,143,0.32,261.5,0.01,0.6,5,-0.35,-24.5
56,2022-05-02,12:58:30,66.9,16.3,14.4,-7.6,36.81143333,-121.7804333,3.8,3.34,3.06,3.4,0,0.05,156,0.26,259.8,0.02,0.9,5,-0.21,-24.7
57,2022-05-02,12:58:35,67,16.3,14.5,-7.5,36.811435,-121.780435,3.8,3.24,2.96,3.33,0,0.02,22.4,0.32,263.6,0.02,1.4,5,0.09,-24.6
58,2022-05-02,12:58:40,67.2,16.5,14.6,-7.5,36.81143667,-121.780435,3.82,3.38,3.15,3.45,0,0.04,93.2,0.27,265.5,0.01,0.8,5,-0.02,-24.6
59,2022-05-02,12:58:45,67.5,16.2,14.5,-7.2,36.81143167,-121.7804383,3.65,3.45,3.18,3.43,0,0.07,336.6,0.42,277.6,0.02,1.1,5,0.4,-24.2
60,2022-05-02,12:58:50,68.4,16.4,15.1,-6.6,36.81142833,-121.7804417,4.12,3.67,3.29,3.69,0,0.17,39.9,0.32,258.2,0.01,0.6,5,0.63,-23.6
61,2022-05-02,12:58:55,68.9,16.5,15.3,-6.1,36.81142333,-121.780445,4.21,3.8,3.2,3.74,0,0.11,28.4,0.33,233.8,0.02,1.1,5,0.29,-23.3
62,2022-05-02,12:59:00,69.7,16.8,15.9,-5.5,36.81142,-121.7804467,4.18,3.85,3.38,3.8,0,0.15,42.6,0.3,271.1,0.01,0.6,6,0.66,-22.6
63,2022-05-02,12:59:05,70.6,17.2,16.5,-4.9,36.811415,-121.7804517,4.18,3.88,3.54,3.87,0,0.18,48.9,0.28,267.1,0.01,0.4,6,0.58,-22.1
64,2022-05-02,12:59:10,71.6,17.8,17.3,-4.3,36.81141,-121.7804567,4.12,3.89,3.62,3.88,0,0.2,48.2,0.24,277.7,0.01,0.5,6,0.71,-21.4
65,2022-05-02,12:59:15,72.5,18.3,18,-3.6,36.81140333,-121.7804583,4.14,3.9,3.68,3.91,0,0.19,46.9,0.24,270.8,0.02,1,6,0.62,-20.7
66,2022-05-02,12:59:20,73.3,18.8,18.5,-3.1,36.81139833,-121.7804617,4.17,3.92,3.68,3.92,0,0.16,44.2,0.26,262.2,0.01,0.6,6,0.49,-20.2
67,2022-05-02,12:59:25,74.1,19.4,19.2,-2.6,36.81139167,-121.7804683,4.18,3.89,3.66,3.91,0,0.16,57.7,0.19,254.9,0.01,0.7,6,0.17,-20.1
68,2022-05-02,12:59:30,74.9,19.8,19.7,-2.1,36.81138833,-121.7804767,4.08,3.86,3.43,3.79,0,0.15,42.4,0.3,266.4,0.01,0.6,6,0.61,-19.5
69,2022-05-02,12:59:35,75.7,20.2,20.2,-1.4,36.81138333,-121.78049,4,3.78,3.54,3.77,0,0.17,34.5,0.3,253.8,0.02,1,6,0.61,-18.9
70,2022-05-02,12:59:40,76,20.5,20.5,-1.3,36.81137833,-121.7804983,3.93,3.8,3.61,3.78,0,0.06,74.4,0.19,259.5,0.01,0.6,6,0.02,-18.8
71,2022-05-02,12:59:45,76.6,20.1,20.1,-0.9,36.81137833,-121.7805017,3.89,3.8,3.63,3.77,0,0.12,318.2,0.4,276.8,0.01,0.7,6,0.58,-18.3
72,2022-05-02,12:59:50,77,20.5,20.5,-1,36.81138,-121.7805083,3.93,3.76,3.66,3.78,0,0.08,106,0.23,256.3,0.01,0.6,6,-0.18,-18.4
73,2022-05-02,12:59:55,77.3,20.7,20.6,-0.8,36.81138,-121.7805117,3.93,3.69,3.7,3.77,0,0.05,35.2,0.28,274.9,0.01,0.5,6,0.25,-18.2
74,2022-05-02,13:00:00,77.7,21,21,-0.7,36.81138,-121.7805167,3.92,3.6,3.69,3.74,0,0.08,88.5,0.3,263.9,0.02,0.9,6,-0.03,-18.2
75,2022-05-02,13:00:05,77.9,21.2,21.2,-0.7,36.81138,-121.7805183,3.92,3.49,3.73,3.71,0,0.04,81.3,0.22,252,0.01,0.5,6,-0.03,-18.2
76,2022-05-02,13:00:10,78.3,21.4,21.4,-0.3,36.81138,-121.780525,3.93,3.63,3.69,3.75,0,0.08,23.7,0.29,283,0.01,0.7,6,0.44,-17.8
77,2022-05-02,13:00:15,79.1,22.2,22.2,-0.5,36.81138,-121.7805283,3.87,3.76,3.7,3.78,0,0.17,102,0.17,250.6,0.01,0.5,6,-0.28,-18.1
78,2022-05-02,13:00:20,82.2,25,25,0.9,36.81137833,-121.780545,3.8,3.66,3.66,3.71,0,0.62,63.3,0.24,15.2,0.01,0.6,6,2.06,-16
79,2022-05-02,13:00:25,83.2,25.8,25.8,1.4,36.81138333,-121.780555,3.95,3.6,3.61,3.72,0,0.2,55.8,0.37,277.8,0.01,0.6,6,0.92,-15.1
80,2022-05-02,13:00:30,85.1,27.7,27.6,1,36.81139167,-121.780575,4.21,3.41,3.62,3.75,0,0.38,104.6,0.24,247.7,0.02,1,6,-1.02,-16.1
81,2022-05-02,13:00:35,87.3,29.7,29.7,0.2,36.8114,-121.7805883,4.33,3.7,3.78,3.94,0,0.44,111.2,0.21,238.8,0.01,0.6,6,-1.42,-17.5
82,2022-05-02,13:00:40,89.1,31.1,31.1,-0.9,36.81143,-121.780605,4.35,4.08,3.73,4.05,0,0.35,126.6,0.34,225.6,0.01,0.8,6,-2.37,-19.9
83,2022-05-02,13:00:45,90.9,32.2,32.2,-2.4,36.81145,-121.7806033,4.3,4.05,3.71,4.02,0,0.36,144.5,0.27,225.4,0.01,0.6,6,-1.91,-21.8
84,2022-05-02,13:00:50,92.5,33.1,32.9,-3.8,36.81146667,-121.7805983,4.02,4.14,3.63,3.93,0,0.32,151.1,0.23,230.3,0.01,0.8,6,-1.45,-23.3
85,2022-05-02,13:00:55,94.3,34.6,34.2,-5.1,36.81148167,-121.7805917,4.12,4.15,3.45,3.91,0,0.36,136.2,0.09,221.1,0.01,0.7,6,-0.63,-23.9
86,2022-05-02,13:01:00,96,34.8,34.1,-6.7,36.81149,-121.780585,4.01,3.95,3.42,3.79,0,0.33,181.6,0.39,242.4,0.01,0.7,6,-2.1,-26
87,2022-05-02,13:01:05,97.8,35.4,34.4,-8.5,36.81150333,-121.7805733,3.8,3.59,3.32,3.57,0,0.36,171.9,0.33,236.8,0.03,1.5,5,-1.92,-27.9
88,2022-05-02,13:01:10,98.2,35.8,34.7,-8.9,36.811515,-121.7805667,3.85,3.75,3.33,3.64,0,0.09,141.8,0.29,283.8,0.01,0.7,5,-0.29,-28.2
89,2022-05-02,13:01:15,100.4,36.7,35,-11,36.81153167,-121.780555,3.84,3.61,3.31,3.59,0,0.44,171.7,0.41,225.4,0.02,1.1,5,-2.6,-30.8
90,2022-05-02,13:01:20,102.1,37.6,35.3,-12.7,36.81154167,-121.7805517,3.68,3.52,3.34,3.51,0,0.35,168.5,0.42,239.5,0.01,0.7,6,-2.47,-33.3
91,2022-05-02,13:01:25,103.3,38.6,36.2,-13.5,36.81155833,-121.7805433,3.69,3.45,3.3,3.48,0,0.23,130.2,0.22,233.9,0.02,0.9,5,-0.83,-34.1
92,2022-05-02,13:01:30,105.1,39.1,36,-15.3,36.81156833,-121.78054,3.71,3.58,3.12,3.47,0,0.36,187.3,0.48,243.1,0.02,1,5,-2.48,-36.6
93,2022-05-02,13:01:35,106.1,38.9,35.4,-16.1,36.81158333,-121.7805333,3.6,3.43,2.76,3.26,0,0.21,214.3,0.32,262.9,0.02,0.9,4,-0.84,-37.4
94,2022-05-02,13:01:40,107.2,39.7,36.4,-15.8,36.81159667,-121.780525,3.04,3.03,2.8,2.96,0,0.21,72.6,0.2,345.8,0.02,1,4,0.63,-36.8
95,2022-05-02,13:01:45,110,42.4,38.6,-17.4,36.81161167,-121.7805183,3.19,3.2,2.85,3.08,0,0.55,125.9,0.21,124.6,0.02,1.1,4,0.04,-36.8
96,2022-05-02,13:01:50,112.8,44,39.1,-20.2,36.81162833,-121.7805167,3.14,3.27,2.53,2.98,0,0.57,170.3,0.57,219.1,0.02,1.2,4,-3.6,-40.4
97,2022-05-02,13:01:55,115.7,46.2,40.1,-23,36.81164333,-121.7805067,3.47,2.94,2.97,3.13,0,0.59,161,0.33,198.7,0.02,0.9,5,-1.86,-42.2
98,2022-05-02,13:02:00,116.8,45.9,39.3,-23.7,36.81165667,-121.7804967,3.31,3.03,2.73,3.02,0,0.21,229,0.32,274.1,0.02,1.2,4,-0.73,-43
99,2022-05-02,13:02:05,118.5,46.5,39,-25.4,36.811665,-121.78049,3.43,3.09,2.82,3.11,0,0.34,189.4,0.39,222.9,0.02,1,4,-1.16,-44.1
100,2022-05-02,13:02:10,119.7,46.4,38.2,-26.3,36.81168,-121.7804783,3.01,2.75,2.55,2.77,0,0.25,221.4,0.36,261.8,0.02,1,4,-0.8,-44.9
101,2022-05-02,13:02:15,122.3,47.7,38,-28.8,36.81168833,-121.7804683,3.08,3.05,2.21,2.78,0,0.51,183.9,0.4,233.4,0.03,1.3,3,-2.12,-47
102,2022-05-02,13:02:20,125.4,49.7,38.1,-31.9,36.81170667,-121.7804517,2.73,3.01,2.3,2.68,0,0.62,178.5,0.38,203.4,0.03,1.7,3,-1.34,-48.4
103,2022-05-02,13:02:25,126.6,50.8,38.6,-33,36.81171667,-121.7804483,3.09,2.19,2.14,2.47,0,0.24,155.7,0.21,244.5,0.02,1.2,3,-0.62,-49
104,2022-05-02,13:02:30,128.4,52.5,39.3,-34.8,36.81173,-121.7804483,2.03,2.9,1.88,2.27,0,0.37,157,0.3,211.1,0.06,3.6,2,-1.04,-50
105,2022-05-02,13:02:35,129.6,53.6,40.3,-35.4,36.81173833,-121.7804517,2.96,2.64,2.29,2.63,0,0.23,121.6,0.17,308.5,0.02,0.9,3,0.06,-50
106,2022-05-02,13:02:40,133.5,57.2,42,-38.8,36.81174833,-121.7804533,3.12,2.2,2.59,2.64,0,0.78,153.3,0.46,175.6,0.03,1.6,3,-1.77,-51.7
107,2022-05-02,13:02:45,135.9,59.3,42.8,-41.1,36.81175667,-121.7804583,2.29,2.73,2.33,2.45,0,0.48,161.5,0.44,208.5,0.03,1.3,3,-1.88,-53.6
108,2022-05-02,13:02:50,136.5,60,43.4,-41.4,36.81176833,-121.780465,2.29,2.44,2.64,2.46,0,0.13,118.3,0.12,229.3,0.03,1.8,3,-0.18,-53.8
109,2022-05-02,13:02:55,138.7,60.9,45.3,-40.6,36.81177667,-121.7804717,2.33,2.13,1.97,2.14,0,0.43,68.7,0.41,353.8,0.06,2.9,2,1.82,-52
110,2022-05-02,13:03:00,140.2,62.3,46.8,-41.1,36.81179,-121.7804783,2.5,2.33,2.3,2.38,0,0.31,108,0.03,51.3,0.03,1.7,3,0.1,-51.9
111,2022-05-02,13:03:05,142.8,64.7,48,-43.4,36.81180167,-121.7804833,2.6,2.11,2.02,2.24,0,0.52,153.9,0.44,203.1,0.03,1.5,3,-1.92,-53.8
112,2022-05-02,13:03:10,143.8,65.7,48.8,-44,36.81181,-121.7804883,2.65,2.33,2.33,2.44,0,0.2,125.3,0.29,284.9,0.03,1.4,3,-0.24,-54
113,2022-05-02,13:03:15,145.1,66.1,49.9,-43.3,36.81182167,-121.7805033,2.41,2.06,2.17,2.21,0,0.27,58.7,0.32,287.5,0.03,1.5,3,0.71,-53.3
114,2022-05-02,13:03:20,146.5,67.4,51.1,-43.9,36.81183,-121.7805167,2.25,2.29,1.94,2.16,0,0.26,115.5,0.3,229.5,0.05,2.5,2,-0.78,-54.1
115,2022-05-02,13:03:25,147.7,68.4,51.5,-45.1,36.81184,-121.7805383,2.86,2.08,2.19,2.38,0,0.26,163,0.42,241,0.03,1.5,3,-1.26,-55.4
116,2022-05-02,13:03:30,150.1,70.8,53.2,-46.8,36.811845,-121.78055,2.15,2.15,1.98,2.09,0,0.48,135,0.23,201.5,0.06,3,2,-1.04,-56.4
117,2022-05-02,13:03:35,152,72.7,54.8,-47.7,36.81186,-121.7805683,2.64,1.93,1.89,2.15,0,0.38,120,0.33,229.4,0.04,2.5,2,-1.24,-57.6
118,2022-05-02,13:03:40,153.9,74.3,55.5,-49.5,36.81187,-121.7805783,2.34,2.12,1.88,2.11,0,0.37,159,0.61,217.2,0.03,1.7,2,-2.02,-59.7
119,2022-05-02,13:03:45,155.3,75.7,56.9,-49.9,36.81188167,-121.7805967,2.3,1.98,1.94,2.07,0,0.29,109,0.34,246.7,0.05,3.1,2,-0.68,-60.3
120,2022-05-02,13:03:50,155.4,75.7,56.8,-50,36.81188333,-121.7806033,2.78,1.89,1.89,2.19,0,0.02,191.9,0.47,265.6,0.02,1.2,2,-0.1,-60.4
121,2022-05-02,13:03:55,155.8,75.4,56.4,-50,36.811885,-121.780615,2.19,1.66,2.1,1.98,0,0.08,278.8,0.41,271,0.02,1,2,0.05,-60.4
122,2022-05-02,13:04:00,156.9,76.4,57.3,-50.4,36.81188667,-121.7806233,2.73,2.05,1.8,2.19,0,0.2,118.1,0.08,228.8,0.04,1.9,2,-0.16,-60.6
123,2022-05-02,13:04:05,157.6,77.1,58,-50.8,36.81189333,-121.7806267,2.23,1.88,2.01,2.04,0,0.15,116.6,0.17,253.8,0.04,2.1,2,-0.18,-60.7
124,2022-05-02,13:04:10,157.8,77.2,58.2,-50.8,36.81190167,-121.780625,2.87,2.26,2.01,2.38,0,0.04,90,0.23,238.1,0.03,1.4,3,-0.06,-60.8
125,2022-05-02,13:04:15,159.5,78.6,59.9,-50.9,36.81190833,-121.7806283,1.94,2.2,1.88,2.01,0,0.34,94,0.1,319.8,0.04,2.5,2,0.24,-60.6
126,2022-05-02,13:04:20,161.3,80.1,60.3,-52.6,36.81191667,-121.7806317,2.48,2.28,1.98,2.25,0,0.36,165.2,0.37,203.5,0.05,3.1,2,-0.93,-61.5
127,2022-05-02,13:04:25,162.2,80.2,59.9,-53.4,36.811925,-121.7806317,2.27,2.38,2.36,2.34,0,0.18,211.2,0.42,250.6,0.02,1.1,3,-0.57,-62.1
128,2022-05-02,13:04:30,162.7,80,60,-53,36.81193667,-121.780625,2.5,2.19,2.6,2.43,0,0.09,10,0.25,288.6,0.02,1.4,3,0.27,-61.8
129,2022-05-02,13:04:35,164,81,60.2,-54.3,36.811945,-121.780615,2.8,2.68,2.31,2.6,0,0.26,171.3,0.27,180.5,0.02,1.2,3,-0.15,-61.9
130,2022-05-02,13:04:40,164.7,81.7,60.8,-54.6,36.81195333,-121.7806133,2.45,2.62,2.09,2.39,0,0.14,120.3,0.2,262.6,0.02,1.4,3,-0.2,-62.1
131,2022-05-02,13:04:45,165.5,82.4,61.5,-54.8,36.81195667,-121.7806117,2.84,2.61,2.12,2.52,0,0.15,104.2,0.18,280.1,0.03,1.3,3,-0.03,-62.2
132,2022-05-02,13:04:50,166.5,82.3,60.8,-55.6,36.81196,-121.7806167,2.88,2.57,2.39,2.61,0,0.21,225.4,0.46,247,0.02,1.3,3,-0.47,-62.6
133,2022-05-02,13:04:55,168.1,82.6,62,-54.6,36.811965,-121.7806217,2.99,2.45,2.34,2.59,0,0.31,53,0.06,309.6,0.03,1.6,3,0.24,-62.4
134,2022-05-02,13:05:00,169.1,81.8,61,-54.5,36.81197167,-121.7806317,2.6,2.59,2.46,2.55,0,0.2,276.9,0.59,279.1,0.02,0.9,4,-0.06,-62.4
135,2022-05-02,13:05:05,170.5,83.1,61.7,-55.7,36.81197667,-121.7806417,2.96,2.81,2.4,2.72,0,0.28,147.2,0.31,227.1,0.03,1.3,3,-1.17,-63.6
136,2022-05-02,13:05:10,172.9,85.1,64.1,-55.9,36.811985,-121.780655,3.09,2.43,2.6,2.71,0,0.48,96.3,0.06,194.5,0.03,1.8,3,-0.4,-64
137,2022-05-02,13:05:15,173.6,84.6,64.1,-55.2,36.81199667,-121.7806683,3.01,2.93,2.6,2.85,0,0.15,356.4,0.41,298.8,0.02,1.1,4,0.71,-63.3
