%,ADP,Data,File:,ELK2205021239.adp,,,,,,,,,,,,,,,,,,
%,Start,Date,+,Time:,2/5/2022,12:38:58,,,,,,,,,,,,,,,,
%,All,Track,Calculations,use:,Bottom,Track,data,,,,,,,,,,,,,,,
%,All,Flow,Velocities,Relative,to:,Bottom,Track,,,,,,,,,,,,,,,
%,Metric,Units,,,,,,,,,,,,,,,,,,,,
Profile,Date,Time,Distance(m),DMG(m),DistEast(m),DistNorth(m),Latitude(deg),Longitude(deg),Depth_1(m),Depth_2(m),Depth_3(m),AvDepth(m),EsDepth(m),uVess(m/s),DirVess(deg),uFlow(m/s),DirFlow(deg),StdDev(m/s),DQI,#_Valid_Cells,Q(m^3/s),Q_Cumul(m^3/s)
27,2022-05-02,12:41:08,47.9,35.6,31.8,-15.9,36.81015833,-121.78421,6.99,6.26,6.77,6.67,0,0.28,178.1,0.2,205.2,0.01,0.4,12,-0.85,-23.7
28,2022-05-02,12:41:13,49.3,36.5,32.1,-17.4,36.81017,-121.784205,7.02,6.47,6.78,6.76,0,0.29,169.7,0.2,195.3,0.01,0.3,13,-0.86,-24.5
29,2022-05-02,12:41:18,51,38.1,33.4,-18.5,36.81018333,-121.78421,7.16,6.62,7.02,6.93,0,0.34,131,0.18,179.8,0.01,0.4,13,-1.61,-26.1
30,2022-05-02,12:41:23,53.4,40.4,35.5,-19.3,36.81019667,-121.7842217,7.31,6.92,7.22,7.15,0,0.46,110,0.11,195.1,0.01,0.3,14,-1.8,-27.9
31,2022-05-02,12:41:28,56,43,38.1,-19.9,36.81021333,-121.78424,7.58,7.19,7.41,7.39,0,0.53,104,0.16,168.9,0.01,0.3,14,-2.83,-30.8
32,2022-05-02,12:41:33,59,45.9,41,-20.7,36.81023333,-121.7842617,7.88,7.42,7.69,7.66,0,0.59,105.5,0.2,203.7,0,0.2,15,-4.6,-35.4
33,2022-05-02,12:41:38,61.2,48.2,42.9,-21.9,36.810255,-121.7842783,8.14,7.64,7.95,7.91,0,0.46,120.5,0.18,207.8,0.01,0.3,15,-3.22,-38.6
34,2022-05-02,12:41:43,63.3,50.1,44.3,-23.4,36.81027,-121.7842833,8.22,7.95,8.12,8.1,0,0.4,137.8,0.2,213.3,0,0.3,16,-3.21,-41.8
35,2022-05-02,12:41:48,65.1,51.6,45.1,-25,36.81028667,-121.784285,8.4,8.02,8.32,8.25,0,0.38,152.6,0.21,213.4,0,0.3,16,-2.79,-44.6
36,2022-05-02,12:41:53,66.8,53,45.9,-26.5,36.81030333,-121.7842883,8.55,8.11,8.42,8.36,0,0.33,152.5,0.23,214.1,0,0.2,16,-2.78,-47.3
37,2022-05-02,12:41:58,68.9,55.1,47.7,-27.5,36.81032333,-121.7843017,8.76,8.2,8.54,8.5,0,0.42,120.8,0.24,208.9,0.01,0.3,16,-4.2,-51.5
38,2022-05-02,12:42:03,70.9,57.1,49.6,-28.3,36.810335,-121.7843167,8.92,8.44,8.77,8.71,0,0.41,112.1,0.27,206.6,0.01,0.3,17,-4.93,-56.5
39,2022-05-02,12:42:08,72.5,58.7,51,-29.1,36.81034667,-121.7843283,9.22,8.56,8.92,8.9,0,0.32,119.7,0.18,218,0.01,0.3,17,-2.56,-59
40,2022-05-02,12:42:13,73.9,60,52,-30,36.81035833,-121.7843367,9.41,8.72,9.15,9.09,0,0.27,132.3,0.19,215.9,0,0.2,18,-2.38,-61.4
41,2022-05-02,12:42:18,75.1,61.1,52.6,-31.1,36.81037,-121.78434,9.63,8.87,9.36,9.29,0,0.25,149.7,0.2,209.9,0,0.2,18,-1.98,-63.4
42,2022-05-02,12:42:23,76.3,62.1,53.1,-32.2,36.81038167,-121.7843417,9.77,8.99,9.54,9.43,0,0.24,154.5,0.21,205.3,0,0.2,18,-1.83,-65.2
43,2022-05-02,12:42:28,77.6,63.1,53.6,-33.4,36.81039333,-121.7843417,9.78,9.1,9.6,9.49,0,0.25,159.5,0.21,207.1,0,0.3,18,-1.81,-67.1
44,2022-05-02,12:42:33,79.1,64.5,54.6,-34.5,36.81040667,-121.7843433,9.85,9.24,9.61,9.57,0,0.3,138.5,0.18,208,0,0.2,19,-2.38,-69.4
45,2022-05-02,12:42:38,81.1,66.5,56.3,-35.5,36.81042167,-121.7843517,9.97,9.49,9.76,9.74,0,0.4,122.2,0.2,224.9,0,0.2,19,-3.8,-73.2
46,2022-05-02,12:42:43,82.9,68.3,57.5,-36.8,36.810435,-121.7843633,10.02,9.75,9.85,9.87,0,0.36,135.2,0.25,216.1,0,0.2,20,-4.42,-77.7
47,2022-05-02,12:42:48,84.4,69.7,58.4,-38.2,36.81044667,-121.7843683,10.09,9.78,9.96,9.94,0,0.32,147.7,0.24,222.7,0,0.2,20,-3.61,-81.3
48,2022-05-02,12:42:53,86,70.9,58.8,-39.6,36.81046,-121.7843667,10.13,9.96,10.11,10.07,0,0.31,161.5,0.23,217.7,0,0.2,20,-2.98,-84.2
49,2022-05-02,12:42:58,87.5,71.9,59.1,-41.1,36.81047167,-121.7843617,10.23,10,10.22,10.15,0,0.29,172,0.23,198.5,0,0.1,21,-1.53,-85.8
50,2022-05-02,12:43:03,88.7,72.5,58.8,-42.3,36.81048333,-121.784355,10.11,10.1,10.32,10.18,0,0.25,189.5,0.21,220.7,0,0.2,21,-1.35,-87.1
51,2022-05-02,12:43:08,89.7,73.2,59,-43.3,36.81049333,-121.784345,10.18,10.14,10.35,10.22,0,0.2,169.2,0.11,198.1,0,0.2,21,-0.54,-87.7
52,2022-05-02,12:43:13,91.2,74.7,60.4,-43.9,36.81050333,-121.784355,10.3,10.16,10.34,10.27,0,0.31,114.1,0.13,199.8,0,0.2,21,-1.98,-89.6
53,2022-05-02,12:43:18,92.9,76.3,62,-44.5,36.81051333,-121.7843717,10.24,10.37,10.37,10.33,0,0.33,110.9,0.17,225.8,0,0.2,21,-2.67,-92.3
54,2022-05-02,12:43:23,94.3,77.7,63.1,-45.2,36.81052333,-121.7843767,10.28,10.46,10.38,10.37,0,0.28,123.2,0.2,216.7,0,0.2,21,-2.93,-95.2
55,2022-05-02,12:43:28,95.4,78.8,64.1,-45.9,36.81053,-121.7843817,10.33,10.45,10.52,10.43,0,0.23,123.2,0.22,217.9,0.01,0.3,21,-2.6,-97.8
56,2022-05-02,12:43:33,96.6,80,64.8,-46.8,36.81053833,-121.7843867,10.41,10.53,10.38,10.44,0,0.24,144,0.24,203.5,0,0.2,21,-2.61,-100.4
57,2022-05-02,12:43:38,98.7,82,66.7,-47.7,36.81054833,-121.7843967,10.43,10.52,10.45,10.47,0,0.42,113.1,0.2,197.9,0,0.2,21,-4.28,-104.7
58,2022-05-02,12:43:43,100.5,83.7,68.3,-48.4,36.810565,-121.7844017,10.39,10.6,10.5,10.5,0,0.35,116.6,0.27,203.4,0,0.2,21,-4.97,-109.7
59,2022-05-02,12:43:48,102.1,85.3,69.3,-49.7,36.81058167,-121.784405,10.28,10.49,10.5,10.42,0,0.32,142.4,0.2,216.9,0,0.2,21,-3.28,-113
60,2022-05-02,12:43:53,103.8,86.6,69.7,-51.4,36.81059667,-121.784405,10.19,10.71,10.55,10.48,0,0.34,166.5,0.12,217.7,0,0.2,21,-1.72,-114.7
61,2022-05-02,12:43:58,105.3,87.6,69.8,-52.9,36.81061333,-121.7844017,10.28,10.5,10.6,10.46,0,0.31,173.3,0.17,215.5,0,0.2,21,-1.83,-116.5
62,2022-05-02,12:44:03,107,88.4,69.6,-54.5,36.81063167,-121.7843967,10.22,10.62,10.63,10.49,0,0.33,189.3,0.25,221.9,0,0.2,21,-2.35,-118.9
63,2022-05-02,12:44:08,108.6,89,69.1,-56.1,36.81064667,-121.7843883,10.31,10.49,10.79,10.53,0,0.33,196.9,0.19,217.7,0,0.2,21,-1.17,-120
64,2022-05-02,12:44:13,110.4,89.5,68.4,-57.8,36.81066167,-121.7843783,10.27,10.71,10.73,10.57,0,0.36,202.9,0.21,221.7,0,0.2,21,-1.27,-121.3
65,2022-05-02,12:44:18,112.2,89.9,67.5,-59.3,36.81067333,-121.7843667,10.33,10.67,10.61,10.54,0,0.36,210.4,0.17,210.6,0,0.2,21,-0.01,-121.3
66,2022-05-02,12:44:23,113.4,90.9,67.9,-60.5,36.810685,-121.78436,10.09,10.73,10.47,10.43,0,0.24,160,0.17,205.2,0,0.2,21,-1.53,-122.8
67,2022-05-02,12:44:28,115.1,92.6,69.3,-61.4,36.8107,-121.7843667,10.07,10.7,10.47,10.41,0,0.34,124.1,0.14,199.9,0,0.2,21,-2.47,-125.3
68,2022-05-02,12:44:33,116.8,94.2,70.7,-62.2,36.81071,-121.7843817,9.69,10.79,10.26,10.25,0,0.33,118.6,0.15,216.9,0,0.3,20,-2.49,-127.8
69,2022-05-02,12:44:38,118,95.5,71.8,-63,36.81071833,-121.7843917,9.27,10.84,10.12,10.08,0,0.25,126.9,0.11,208.7,0,0.2,19,-1.34,-129.1
70,2022-05-02,12:44:43,119.2,96.6,72.6,-63.7,36.81072833,-121.7844017,8.81,10.79,9.96,9.85,0,0.22,133,0.13,192.3,0,0.2,18,-1.23,-130.4
71,2022-05-02,12:44:48,120.1,97.5,73.2,-64.5,36.81073333,-121.7844067,8.21,10.76,9.74,9.57,0,0.19,138.9,0.08,213.1,0,0.3,16,-0.72,-131.1
72,2022-05-02,12:44:53,120.6,98,73.4,-64.9,36.81073833,-121.78441,8.11,10.72,9.32,9.38,0,0.11,152.2,0.04,272,0,0.3,16,-0.17,-131.3
73,2022-05-02,12:44:58,121,98.2,73.4,-65.3,36.81074333,-121.7844083,8.09,10.76,8.9,9.25,0,0.07,193.5,0.07,258.1,0,0.3,16,-0.22,-131.5
74,2022-05-02,12:45:03,121.5,98.6,73.9,-65.3,36.81074333,-121.78441,8.22,10.73,8.48,9.14,0,0.1,90,0.05,357.3,0.01,0.3,16,0.22,-131.3
75,2022-05-02,12:45:08,122.5,99.1,74.8,-65,36.81074,-121.7844217,7.83,10.67,8.29,8.93,0,0.2,71.9,0.05,278.6,0,0.3,16,0.22,-131
76,2022-05-02,12:45:13,123.7,99.7,76,-64.5,36.81073167,-121.78443,7.67,10.63,8.41,8.9,0,0.24,70.2,0.02,130.1,0,0.3,15,-0.19,-131.2
77,2022-05-02,12:45:18,124.5,100.1,76.7,-64.4,36.81073,-121.784435,7.02,10.54,8.89,8.82,0,0.15,76.5,0.07,259.9,0.01,0.3,14,0.03,-131.2
78,2022-05-02,12:45:23,124.9,100.5,77.1,-64.5,36.81073,-121.7844367,6.67,10.34,9.11,8.71,0,0.08,105.8,0.02,46,0.01,0.3,13,0.05,-131.2
79,2022-05-02,12:45:28,125.8,101.3,78,-64.5,36.81073333,-121.7844467,6.32,10.03,8.95,8.43,0,0.19,93.7,0.01,0,0.01,0.3,12,0.08,-131.1
80,2022-05-02,12:45:33,127,102.3,79.2,-64.8,36.81073833,-121.784465,5.74,9.67,8.17,7.86,0,0.23,104.8,0.06,265.9,0.01,0.4,11,-0.17,-131.2
81,2022-05-02,12:45:38,128,103.2,80.1,-65.1,36.81074333,-121.7844767,5.14,9.24,7.42,7.27,0,0.19,104,0.03,233.3,0.01,0.3,10,-0.19,-131.4
82,2022-05-02,12:45:43,128.7,103.9,80.8,-65.3,36.81074667,-121.7844867,4.63,8.5,6.74,6.62,0,0.15,111.2,0.11,217.2,0.01,0.4,8,-0.5,-131.9
83,2022-05-02,12:45:48,129.1,104.1,81.2,-65.3,36.81074667,-121.7844933,4.36,7.98,6.34,6.23,0,0.07,79,0.08,240.8,0.01,0.6,8,-0.06,-132
84,2022-05-02,12:45:53,129.3,104.3,81.3,-65.3,36.81074833,-121.7845017,4.16,7.82,6.17,6.05,0,0.04,90,0.07,239.7,0.01,0.7,7,-0.04,-132
85,2022-05-02,12:45:58,129.4,104.4,81.4,-65.4,36.81074833,-121.784505,4.04,7.7,6.1,5.95,0,0.02,148.2,0.03,151.9,0.01,0.6,7,0,-132
86,2022-05-02,12:46:03,130.6,105.3,82.6,-65.3,36.81075167,-121.784515,3.65,6.92,5.55,5.37,0,0.25,87.7,0.07,208.8,0.01,0.7,6,-0.42,-132.5
87,2022-05-02,12:46:08,131.9,106.4,84,-65.3,36.81075833,-121.78453,2.99,5.91,4.31,4.4,0,0.27,88.5,0.02,17.5,0.02,1,5,0.13,-132.3
88,2022-05-02,12:46:13,133,107.3,85.1,-65.4,36.81076333,-121.7845433,2.37,5.09,3.24,3.57,0,0.22,95.8,0.04,208.9,0.02,1.1,3,-0.16,-132.5
89,2022-05-02,12:46:18,134.1,108.1,85.2,-66.5,36.81076833,-121.7845433,2,4.5,2.73,3.08,0,0.21,170.3,0.27,167.3,0.05,2.8,2,0.05,-132.4
90,2022-05-02,12:46:23,135.6,107.4,83.9,-67.1,36.81077,-121.78453,2.27,4.92,3.01,3.4,0,0.3,243.1,0.11,162,0.02,1.4,3,0.55,-131.9
91,2022-05-02,12:46:28,137.8,105.9,81.7,-67.4,36.81077333,-121.7845033,3.11,6.45,3.74,4.43,0,0.43,263.4,0.09,138,0.01,0.8,5,0.71,-131.2
%-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,
%,,,,,,,,,,,,,,,,,,,,,,
%,Discharge,Summary,,,,,,,,,,,,,,,,,,,,
%,,,,,,,,,,,,,,,,,,,,,,
%,Top,Q,=,-12.469,(cms),,,,,,,,,,,,,,,,,
%,Measured,Q,=,-102.64,(cms),,,,,,,,,,,,,,,,,
%,Bottom,Q,=,-16.072,(cms),,,,,,,,,,,,,,,,,
%,Left,Q,=,0,(cms),,,,,,,,,,,,,,,,,
%,Right,Q,=,0,(cms),,,,,,,,,,,,,,,,,
%,Total,Q,=,-131.18,(cms),,,,,,,,,,,,,,,,,
%,,,,,,,,,,,,,,,,,,,,,,
%,MeasQ/EstQ,=,78.2,(%),,,,,,,,,,,,,,,,,,
%,,,,,,,,,,,,,,,,,,,,,,
%,TotalArea,=,781.34,(m2),,,,,,,,,,,,,,,,,,
%,MeanVel,=,-0.17,(m/s),,,,,,,,,,,,,,,,,,
